TREATMENT,DATE,TANK_NUM,pH_range,pH_dailymean
Algae_Dom,20240606,4,-0.07035247652240528,8.04171155855379
Algae_Dom,20240606,4,-0.07035247652240528,8.04171155855379
Algae_Dom,20240606,13,-0.03183877880548458,8.041838862603061
Algae_Dom,20240606,13,-0.03183877880548458,8.041838862603061
Algae_Dom,20240606,13,-0.03183877880548458,8.041838862603061
Algae_Dom,20240606,13,-0.03183877880548458,8.041838862603061
Algae_Dom,20240606,14,-0.06663187088715894,8.036815226164762
Algae_Dom,20240606,14,-0.06663187088715894,8.036815226164762
Algae_Dom,20240606,14,-0.06663187088715894,8.036815226164762
Algae_Dom,20240606,14,-0.06663187088715894,8.036815226164762
Algae_Dom,20240607,1,0.053180471064557366,8.03685283942715
Algae_Dom,20240607,1,0.053180471064557366,8.03685283942715
Algae_Dom,20240607,1,0.053180471064557366,8.03685283942715
Algae_Dom,20240607,1,0.053180471064557366,8.03685283942715
Algae_Dom,20240607,4,0.061932026551199115,8.0451762122753685
Algae_Dom,20240607,4,0.061932026551199115,8.0451762122753685
Algae_Dom,20240607,4,0.061932026551199115,8.0451762122753685
Algae_Dom,20240607,4,0.061932026551199115,8.0451762122753685
Algae_Dom,20240607,13,0.05024567635310895,8.04947213316095
Algae_Dom,20240607,13,0.05024567635310895,8.04947213316095
Algae_Dom,20240607,13,0.05024567635310895,8.04947213316095
Algae_Dom,20240607,13,0.05024567635310895,8.04947213316095
Algae_Dom,20240607,14,0.0726155472738057,8.058864393016469
Algae_Dom,20240607,14,0.0726155472738057,8.058864393016469
Algae_Dom,20240607,14,0.0726155472738057,8.058864393016469
Algae_Dom,20240607,14,0.0726155472738057,8.058864393016469
Algae_Dom,20240608,1,0.03540015697798893,7.98990225547907
Algae_Dom,20240608,1,0.03540015697798893,7.98990225547907
Algae_Dom,20240608,1,0.03540015697798893,7.98990225547907
Algae_Dom,20240608,1,0.03540015697798893,7.98990225547907
Algae_Dom,20240608,4,0.007717977961680944,8.004997558645716
Algae_Dom,20240608,4,0.007717977961680944,8.004997558645716
Algae_Dom,20240608,4,0.007717977961680944,8.004997558645716
Algae_Dom,20240608,4,0.007717977961680944,8.004997558645716
Algae_Dom,20240608,13,0.010375576304515022,8.012430736369815
Algae_Dom,20240608,13,0.010375576304515022,8.012430736369815
Algae_Dom,20240608,13,0.010375576304515022,8.012430736369815
Algae_Dom,20240608,13,0.010375576304515022,8.012430736369815
Algae_Dom,20240608,14,0.007240588730029529,8.012379091216278
Algae_Dom,20240608,14,0.007240588730029529,8.012379091216278
Algae_Dom,20240608,14,0.007240588730029529,8.012379091216278
Algae_Dom,20240608,14,0.007240588730029529,8.012379091216278
Algae_Dom,20240609,1,0.07444040518859296,8.015193618622462
Algae_Dom,20240609,1,0.07444040518859296,8.015193618622462
Algae_Dom,20240609,1,0.07444040518859296,8.015193618622462
Algae_Dom,20240609,1,0.07444040518859296,8.015193618622462
Algae_Dom,20240609,4,0.05697300563127605,8.001344754131289
Algae_Dom,20240609,4,0.05697300563127605,8.001344754131289
Algae_Dom,20240609,4,0.05697300563127605,8.001344754131289
Algae_Dom,20240609,4,0.05697300563127605,8.001344754131289
Algae_Dom,20240609,13,0.032493204782625185,8.001965876942094
Algae_Dom,20240609,13,0.032493204782625185,8.001965876942094
Algae_Dom,20240609,13,0.032493204782625185,8.001965876942094
Algae_Dom,20240609,13,0.032493204782625185,8.001965876942094
Algae_Dom,20240609,14,0.07276076915414631,7.992046752369774
Algae_Dom,20240609,14,0.07276076915414631,7.992046752369774
Algae_Dom,20240609,14,0.07276076915414631,7.992046752369774
Algae_Dom,20240609,14,0.07276076915414631,7.992046752369774
Algae_Dom,20240610,1,0.36055033765377154,7.912773052494631
Algae_Dom,20240610,1,0.36055033765377154,7.912773052494631
Algae_Dom,20240610,1,0.36055033765377154,7.912773052494631
Algae_Dom,20240610,1,0.36055033765377154,7.912773052494631
Algae_Dom,20240610,4,0.13553077390936608,7.996606335909174
Algae_Dom,20240610,4,0.13553077390936608,7.996606335909174
Algae_Dom,20240610,4,0.13553077390936608,7.996606335909174
Algae_Dom,20240610,4,0.13553077390936608,7.996606335909174
Algae_Dom,20240610,13,0.09031749279844892,8.016562266456575
Algae_Dom,20240610,13,0.09031749279844892,8.016562266456575
Algae_Dom,20240610,13,0.09031749279844892,8.016562266456575
Algae_Dom,20240610,13,0.09031749279844892,8.016562266456575
Algae_Dom,20240610,14,0.06012409721449696,8.014912076078511
Algae_Dom,20240610,14,0.06012409721449696,8.014912076078511
Algae_Dom,20240610,14,0.06012409721449696,8.014912076078511
Algae_Dom,20240610,14,0.06012409721449696,8.014912076078511
Algae_Dom,20240611,1,0.10610804778648841,8.05350056817828
Algae_Dom,20240611,1,0.10610804778648841,8.05350056817828
Algae_Dom,20240611,1,0.10610804778648841,8.05350056817828
Algae_Dom,20240611,1,0.10610804778648841,8.05350056817828
Algae_Dom,20240611,4,0.08023201862784735,8.033981161374719
Algae_Dom,20240611,4,0.08023201862784735,8.033981161374719
Algae_Dom,20240611,4,0.08023201862784735,8.033981161374719
Algae_Dom,20240611,4,0.08023201862784735,8.033981161374719
Algae_Dom,20240611,13,0.06580705701017564,8.04525128113836
Algae_Dom,20240611,13,0.06580705701017564,8.04525128113836
Algae_Dom,20240611,13,0.06580705701017564,8.04525128113836
Algae_Dom,20240611,13,0.06580705701017564,8.04525128113836
Algae_Dom,20240611,14,0.0309896301057222,8.046624366836378
Algae_Dom,20240611,14,0.0309896301057222,8.046624366836378
Algae_Dom,20240611,14,0.0309896301057222,8.046624366836378
Algae_Dom,20240611,14,0.0309896301057222,8.046624366836378
Algae_Dom,20240613,1,-0.15744470760547014,7.952795056854182
Algae_Dom,20240613,1,-0.15744470760547014,7.952795056854182
Algae_Dom,20240613,1,-0.15744470760547014,7.952795056854182
Algae_Dom,20240613,1,-0.15744470760547014,7.952795056854182
Algae_Dom,20240613,4,0.06690071816921694,7.9006772852360365
Algae_Dom,20240613,4,0.06690071816921694,7.9006772852360365
Algae_Dom,20240613,4,0.06690071816921694,7.9006772852360365
Algae_Dom,20240613,4,0.06690071816921694,7.9006772852360365
Algae_Dom,20240613,13,0.023945183135472448,8.044389580247962
Algae_Dom,20240613,13,0.023945183135472448,8.044389580247962
Algae_Dom,20240613,13,0.023945183135472448,8.044389580247962
Algae_Dom,20240613,13,0.023945183135472448,8.044389580247962
Algae_Dom,20240613,14,0.01637170059776949,8.041659191313325
Algae_Dom,20240613,14,0.01637170059776949,8.041659191313325
Algae_Dom,20240613,14,0.01637170059776949,8.041659191313325
Algae_Dom,20240613,14,0.01637170059776949,8.041659191313325
Algae_Dom,20240614,1,0.17349028344689277,8.037676475743854
Algae_Dom,20240614,1,0.17349028344689277,8.037676475743854
Algae_Dom,20240614,1,0.17349028344689277,8.037676475743854
Algae_Dom,20240614,1,0.17349028344689277,8.037676475743854
Algae_Dom,20240614,4,0.39227685983962957,7.972658739023839
Algae_Dom,20240614,4,0.39227685983962957,7.972658739023839
Algae_Dom,20240614,4,0.39227685983962957,7.972658739023839
Algae_Dom,20240614,4,0.39227685983962957,7.972658739023839
Algae_Dom,20240614,13,0.23625545639687306,8.066244615563473
Algae_Dom,20240614,13,0.23625545639687306,8.066244615563473
Algae_Dom,20240614,13,0.23625545639687306,8.066244615563473
Algae_Dom,20240614,13,0.23625545639687306,8.066244615563473
Algae_Dom,20240614,14,0.08890220308916597,8.078088148413782
Algae_Dom,20240614,14,0.08890220308916597,8.078088148413782
Algae_Dom,20240614,14,0.08890220308916597,8.078088148413782
Algae_Dom,20240614,14,0.08890220308916597,8.078088148413782
Algae_Dom,20240615,1,0.1316056005198618,8.076047001010163
Algae_Dom,20240615,1,0.1316056005198618,8.076047001010163
Algae_Dom,20240615,1,0.1316056005198618,8.076047001010163
Algae_Dom,20240615,1,0.1316056005198618,8.076047001010163
Algae_Dom,20240615,4,0.3859188135233831,7.9826733368291904
Algae_Dom,20240615,4,0.3859188135233831,7.9826733368291904
Algae_Dom,20240615,4,0.3859188135233831,7.9826733368291904
Algae_Dom,20240615,4,0.3859188135233831,7.9826733368291904
Algae_Dom,20240615,13,0.3282052044506374,8.103057867254035
Algae_Dom,20240615,13,0.3282052044506374,8.103057867254035
Algae_Dom,20240615,13,0.3282052044506374,8.103057867254035
Algae_Dom,20240615,13,0.3282052044506374,8.103057867254035
Algae_Dom,20240615,14,0.12485686026743537,8.071759782056327
Algae_Dom,20240615,14,0.12485686026743537,8.071759782056327
Algae_Dom,20240615,14,0.12485686026743537,8.071759782056327
Algae_Dom,20240615,14,0.12485686026743537,8.071759782056327
Algae_Dom,20240616,1,0.052745636540063146,8.036239684733848
Algae_Dom,20240616,1,0.052745636540063146,8.036239684733848
Algae_Dom,20240616,1,0.052745636540063146,8.036239684733848
Algae_Dom,20240616,1,0.052745636540063146,8.036239684733848
Algae_Dom,20240616,4,0.24317926292933123,7.995804745738591
Algae_Dom,20240616,4,0.24317926292933123,7.995804745738591
Algae_Dom,20240616,4,0.24317926292933123,7.995804745738591
Algae_Dom,20240616,4,0.24317926292933123,7.995804745738591
Algae_Dom,20240616,13,0.10229615655922686,8.063588034826365
Algae_Dom,20240616,13,0.10229615655922686,8.063588034826365
Algae_Dom,20240616,13,0.10229615655922686,8.063588034826365
Algae_Dom,20240616,13,0.10229615655922686,8.063588034826365
Algae_Dom,20240616,14,0.26156897625331155,8.090408264642253
Algae_Dom,20240616,14,0.26156897625331155,8.090408264642253
Algae_Dom,20240616,14,0.26156897625331155,8.090408264642253
Algae_Dom,20240616,14,0.26156897625331155,8.090408264642253
Algae_Dom,20240618,1,0.23292387651468172,8.039467591914024
Algae_Dom,20240618,1,0.23292387651468172,8.039467591914024
Algae_Dom,20240618,1,0.23292387651468172,8.039467591914024
Algae_Dom,20240618,1,0.23292387651468172,8.039467591914024
Algae_Dom,20240618,4,0.2809918985130846,8.158603176390393
Algae_Dom,20240618,4,0.2809918985130846,8.158603176390393
Algae_Dom,20240618,4,0.2809918985130846,8.158603176390393
Algae_Dom,20240618,4,0.2809918985130846,8.158603176390393
Algae_Dom,20240618,13,0.1123770662596364,8.03314321320807
Algae_Dom,20240618,13,0.1123770662596364,8.03314321320807
Algae_Dom,20240618,13,0.1123770662596364,8.03314321320807
Algae_Dom,20240618,13,0.1123770662596364,8.03314321320807
Algae_Dom,20240618,14,0.11418075508544057,8.045012392659345
Algae_Dom,20240618,14,0.11418075508544057,8.045012392659345
Algae_Dom,20240618,14,0.11418075508544057,8.045012392659345
Algae_Dom,20240618,14,0.11418075508544057,8.045012392659345
Algae_Dom,20240619,1,0.24023075654616566,8.073213433403042
Algae_Dom,20240619,1,0.24023075654616566,8.073213433403042
Algae_Dom,20240619,1,0.24023075654616566,8.073213433403042
Algae_Dom,20240619,1,0.24023075654616566,8.073213433403042
Algae_Dom,20240619,4,0.42503378104538925,8.255827403557134
Algae_Dom,20240619,4,0.42503378104538925,8.255827403557134
Algae_Dom,20240619,4,0.42503378104538925,8.255827403557134
Algae_Dom,20240619,4,0.42503378104538925,8.255827403557134
Algae_Dom,20240619,13,0.046416563559604995,8.079058478450634
Algae_Dom,20240619,13,0.046416563559604995,8.079058478450634
Algae_Dom,20240619,13,0.046416563559604995,8.079058478450634
Algae_Dom,20240619,13,0.046416563559604995,8.079058478450634
Algae_Dom,20240619,14,0.05249306838882717,8.084456605665986
Algae_Dom,20240619,14,0.05249306838882717,8.084456605665986
Algae_Dom,20240619,14,0.05249306838882717,8.084456605665986
Algae_Dom,20240619,14,0.05249306838882717,8.084456605665986
Algae_Dom,20240620,1,0.3358262897308055,8.109624982270791
Algae_Dom,20240620,1,0.3358262897308055,8.109624982270791
Algae_Dom,20240620,1,0.3358262897308055,8.109624982270791
Algae_Dom,20240620,1,0.3358262897308055,8.109624982270791
Algae_Dom,20240620,4,0.25460410931668953,8.26574921880123
Algae_Dom,20240620,4,0.25460410931668953,8.26574921880123
Algae_Dom,20240620,4,0.25460410931668953,8.26574921880123
Algae_Dom,20240620,4,0.25460410931668953,8.26574921880123
Algae_Dom,20240620,13,0.09085725633726227,8.07583164241943
Algae_Dom,20240620,13,0.09085725633726227,8.07583164241943
Algae_Dom,20240620,13,0.09085725633726227,8.07583164241943
Algae_Dom,20240620,13,0.09085725633726227,8.07583164241943
Algae_Dom,20240620,14,0.1404690143654559,8.087950022365582
Algae_Dom,20240620,14,0.1404690143654559,8.087950022365582
Algae_Dom,20240620,14,0.1404690143654559,8.087950022365582
Algae_Dom,20240620,14,0.1404690143654559,8.087950022365582
Algae_Dom,20240626,1,0.3397014662428415,8.095770754335923
Algae_Dom,20240626,1,0.3397014662428415,8.095770754335923
Algae_Dom,20240626,1,0.3397014662428415,8.095770754335923
Algae_Dom,20240626,1,0.3397014662428415,8.095770754335923
Algae_Dom,20240626,4,0.41888916174012003,8.280683397016762
Algae_Dom,20240626,4,0.41888916174012003,8.280683397016762
Algae_Dom,20240626,4,0.41888916174012003,8.280683397016762
Algae_Dom,20240626,4,0.41888916174012003,8.280683397016762
Algae_Dom,20240626,13,0.08217467070226192,8.079819194533375
Algae_Dom,20240626,13,0.08217467070226192,8.079819194533375
Algae_Dom,20240626,13,0.08217467070226192,8.079819194533375
Algae_Dom,20240626,13,0.08217467070226192,8.079819194533375
Algae_Dom,20240626,14,0.4195147471037579,8.096408509494426
Algae_Dom,20240626,14,0.4195147471037579,8.096408509494426
Algae_Dom,20240626,14,0.4195147471037579,8.096408509494426
Algae_Dom,20240626,14,0.4195147471037579,8.096408509494426
Control,20240602,3,-0.03640607612525315,8.036660498908756
Control,20240602,3,-0.03640607612525315,8.036660498908756
Control,20240602,3,-0.03640607612525315,8.036660498908756
Control,20240602,3,-0.03640607612525315,8.036660498908756
Control,20240602,8,-0.026483472348331816,8.047250028008598
Control,20240602,8,-0.026483472348331816,8.047250028008598
Control,20240602,8,-0.026483472348331816,8.047250028008598
Control,20240602,8,-0.026483472348331816,8.047250028008598
Control,20240602,11,-0.03255266700191406,8.037022414871547
Control,20240602,11,-0.03255266700191406,8.037022414871547
Control,20240602,11,-0.03255266700191406,8.037022414871547
Control,20240602,11,-0.03255266700191406,8.037022414871547
Control,20240602,15,-0.01695997176160091,8.043531086503174
Control,20240602,15,-0.01695997176160091,8.043531086503174
Control,20240602,15,-0.01695997176160091,8.043531086503174
Control,20240602,15,-0.01695997176160091,8.043531086503174
Control,20240605,3,0.010463046061229164,7.993889875199685
Control,20240605,3,0.010463046061229164,7.993889875199685
Control,20240605,3,0.010463046061229164,7.993889875199685
Control,20240605,3,0.010463046061229164,7.993889875199685
Control,20240605,8,-0.007494318402017086,7.9953223181210475
Control,20240605,8,-0.007494318402017086,7.9953223181210475
Control,20240605,8,-0.007494318402017086,7.9953223181210475
Control,20240605,8,-0.007494318402017086,7.9953223181210475
Control,20240605,11,-0.022306836672113306,7.99312007005378
Control,20240605,11,-0.022306836672113306,7.99312007005378
Control,20240605,11,-0.022306836672113306,7.99312007005378
Control,20240605,11,-0.022306836672113306,7.99312007005378
Control,20240605,15,-0.0017352590104451338,7.994136984548671
Control,20240605,15,-0.0017352590104451338,7.994136984548671
Control,20240605,15,-0.0017352590104451338,7.994136984548671
Control,20240605,15,-0.0017352590104451338,7.994136984548671
Control,20240606,3,-0.1179422100857348,8.026523408992801
Control,20240606,3,-0.1179422100857348,8.026523408992801
Control,20240606,3,-0.1179422100857348,8.026523408992801
Control,20240606,3,-0.1179422100857348,8.026523408992801
Control,20240606,8,-0.07810180486264606,8.03585006321395
Control,20240606,8,-0.07810180486264606,8.03585006321395
Control,20240606,8,-0.07810180486264606,8.03585006321395
Control,20240606,8,-0.07810180486264606,8.03585006321395
Control,20240606,11,-0.08241536963710505,8.031192906561964
Control,20240606,11,-0.08241536963710505,8.031192906561964
Control,20240606,11,-0.08241536963710505,8.031192906561964
Control,20240606,11,-0.08241536963710505,8.031192906561964
Control,20240606,15,-0.0628173852221483,8.042335172536344
Control,20240606,15,-0.0628173852221483,8.042335172536344
Control,20240606,15,-0.0628173852221483,8.042335172536344
Control,20240606,15,-0.0628173852221483,8.042335172536344
Control,20240607,3,0.011969126852104495,8.043687257085429
Control,20240607,3,0.011969126852104495,8.043687257085429
Control,20240607,3,0.011969126852104495,8.043687257085429
Control,20240607,3,0.011969126852104495,8.043687257085429
Control,20240607,8,-0.007349556486499154,8.041930740807153
Control,20240607,8,-0.007349556486499154,8.041930740807153
Control,20240607,8,-0.007349556486499154,8.041930740807153
Control,20240607,8,-0.007349556486499154,8.041930740807153
Control,20240607,11,0.0040766816883923696,8.041622414280738
Control,20240607,11,0.0040766816883923696,8.041622414280738
Control,20240607,11,0.0040766816883923696,8.041622414280738
Control,20240607,11,0.0040766816883923696,8.041622414280738
Control,20240607,15,-0.009503393028529317,8.032713149659827
Control,20240607,15,-0.009503393028529317,8.032713149659827
Control,20240607,15,-0.009503393028529317,8.032713149659827
Control,20240607,15,-0.009503393028529317,8.032713149659827
Control,20240608,3,-0.009705359889794707,8.018528450116541
Control,20240608,3,-0.009705359889794707,8.018528450116541
Control,20240608,3,-0.009705359889794707,8.018528450116541
Control,20240608,3,-0.009705359889794707,8.018528450116541
Control,20240608,8,-0.006138624221200928,8.018758720149764
Control,20240608,8,-0.006138624221200928,8.018758720149764
Control,20240608,8,-0.006138624221200928,8.018758720149764
Control,20240608,8,-0.006138624221200928,8.018758720149764
Control,20240608,11,-0.018805146356795532,8.02091426612165
Control,20240608,11,-0.018805146356795532,8.02091426612165
Control,20240608,11,-0.018805146356795532,8.02091426612165
Control,20240608,11,-0.018805146356795532,8.02091426612165
Control,20240608,15,-0.003927743761410696,8.017243934492676
Control,20240608,15,-0.003927743761410696,8.017243934492676
Control,20240608,15,-0.003927743761410696,8.017243934492676
Control,20240608,15,-0.003927743761410696,8.017243934492676
Control,20240609,3,0.00898708635440748,8.001797525261946
Control,20240609,3,0.00898708635440748,8.001797525261946
Control,20240609,3,0.00898708635440748,8.001797525261946
Control,20240609,3,0.00898708635440748,8.001797525261946
Control,20240609,8,0.0018274753658378273,7.996219887241275
Control,20240609,8,0.0018274753658378273,7.996219887241275
Control,20240609,8,0.0018274753658378273,7.996219887241275
Control,20240609,8,0.0018274753658378273,7.996219887241275
Control,20240609,11,0.014569221779105135,8.00619677133872
Control,20240609,11,0.014569221779105135,8.00619677133872
Control,20240609,11,0.014569221779105135,8.00619677133872
Control,20240609,11,0.014569221779105135,8.00619677133872
Control,20240609,15,-0.0014994137105732719,7.994834312649171
Control,20240609,15,-0.0014994137105732719,7.994834312649171
Control,20240609,15,-0.0014994137105732719,7.994834312649171
Control,20240609,15,-0.0014994137105732719,7.994834312649171
Control,20240610,3,0.031243394156521553,8.001583592324007
Control,20240610,3,0.031243394156521553,8.001583592324007
Control,20240610,3,0.031243394156521553,8.001583592324007
Control,20240610,3,0.031243394156521553,8.001583592324007
Control,20240610,8,0.021515932945732175,8.010776870036816
Control,20240610,8,0.021515932945732175,8.010776870036816
Control,20240610,8,0.021515932945732175,8.010776870036816
Control,20240610,8,0.021515932945732175,8.010776870036816
Control,20240610,11,0.027420582302200458,8.01039533940028
Control,20240610,11,0.027420582302200458,8.01039533940028
Control,20240610,11,0.027420582302200458,8.01039533940028
Control,20240610,11,0.027420582302200458,8.01039533940028
Control,20240610,15,0.004729869346844495,7.9961777866420745
Control,20240610,15,0.004729869346844495,7.9961777866420745
Control,20240610,15,0.004729869346844495,7.9961777866420745
Control,20240610,15,0.004729869346844495,7.9961777866420745
Control,20240611,3,-0.01904580975747905,8.013048387460346
Control,20240611,3,-0.01904580975747905,8.013048387460346
Control,20240611,3,-0.01904580975747905,8.013048387460346
Control,20240611,3,-0.01904580975747905,8.013048387460346
Control,20240611,8,-0.022737828356714118,8.027710790845674
Control,20240611,8,-0.022737828356714118,8.027710790845674
Control,20240611,8,-0.022737828356714118,8.027710790845674
Control,20240611,8,-0.022737828356714118,8.027710790845674
Control,20240611,11,0.017494154184415578,8.038809471775027
Control,20240611,11,0.017494154184415578,8.038809471775027
Control,20240611,11,0.017494154184415578,8.038809471775027
Control,20240611,11,0.017494154184415578,8.038809471775027
Control,20240611,15,-0.005054664625699701,8.036571207954236
Control,20240611,15,-0.005054664625699701,8.036571207954236
Control,20240611,15,-0.005054664625699701,8.036571207954236
Control,20240611,15,-0.005054664625699701,8.036571207954236
Control,20240613,3,-0.0314078842765646,8.036979867026911
Control,20240613,3,-0.0314078842765646,8.036979867026911
Control,20240613,3,-0.0314078842765646,8.036979867026911
Control,20240613,3,-0.0314078842765646,8.036979867026911
Control,20240613,8,-0.02802816412823539,8.049712651076074
Control,20240613,8,-0.02802816412823539,8.049712651076074
Control,20240613,8,-0.02802816412823539,8.049712651076074
Control,20240613,8,-0.02802816412823539,8.049712651076074
Control,20240613,11,-0.018431873119578057,8.05506985770456
Control,20240613,11,-0.018431873119578057,8.05506985770456
Control,20240613,11,-0.018431873119578057,8.05506985770456
Control,20240613,11,-0.018431873119578057,8.05506985770456
Control,20240613,15,-0.02964635222021883,8.049781397989188
Control,20240613,15,-0.02964635222021883,8.049781397989188
Control,20240613,15,-0.02964635222021883,8.049781397989188
Control,20240613,15,-0.02964635222021883,8.049781397989188
Control,20240614,3,0.018008925945178333,8.040048531463396
Control,20240614,3,0.018008925945178333,8.040048531463396
Control,20240614,3,0.018008925945178333,8.040048531463396
Control,20240614,3,0.018008925945178333,8.040048531463396
Control,20240614,8,-0.0015803935430280802,8.0655948824917445
Control,20240614,8,-0.0015803935430280802,8.0655948824917445
Control,20240614,8,-0.0015803935430280802,8.0655948824917445
Control,20240614,8,-0.0015803935430280802,8.0655948824917445
Control,20240614,11,-0.007371456017683187,8.065319186719808
Control,20240614,11,-0.007371456017683187,8.065319186719808
Control,20240614,11,-0.007371456017683187,8.065319186719808
Control,20240614,11,-0.007371456017683187,8.065319186719808
Control,20240614,15,-0.009130290258850593,8.053353327350198
Control,20240614,15,-0.009130290258850593,8.053353327350198
Control,20240614,15,-0.009130290258850593,8.053353327350198
Control,20240614,15,-0.009130290258850593,8.053353327350198
Control,20240615,3,-0.00406760686052543,8.06103401829299
Control,20240615,3,-0.00406760686052543,8.06103401829299
Control,20240615,3,-0.00406760686052543,8.06103401829299
Control,20240615,3,-0.00406760686052543,8.06103401829299
Control,20240615,8,0.006928806140322763,8.0648359761404
Control,20240615,8,0.006928806140322763,8.0648359761404
Control,20240615,8,0.006928806140322763,8.0648359761404
Control,20240615,8,0.006928806140322763,8.0648359761404
Control,20240615,11,-0.002046921929840906,8.06396527230185
Control,20240615,11,-0.002046921929840906,8.06396527230185
Control,20240615,11,-0.002046921929840906,8.06396527230185
Control,20240615,11,-0.002046921929840906,8.06396527230185
Control,20240615,15,0.001652268294581205,8.061292109686969
Control,20240615,15,0.001652268294581205,8.061292109686969
Control,20240615,15,0.001652268294581205,8.061292109686969
Control,20240615,15,0.001652268294581205,8.061292109686969
Control,20240616,3,0.021844596404683614,8.05645283127223
Control,20240616,3,0.021844596404683614,8.05645283127223
Control,20240616,3,0.021844596404683614,8.05645283127223
Control,20240616,3,0.021844596404683614,8.05645283127223
Control,20240616,8,-9.564344053103468e-4,8.073338799479167
Control,20240616,8,-9.564344053103468e-4,8.073338799479167
Control,20240616,8,-9.564344053103468e-4,8.073338799479167
Control,20240616,8,-9.564344053103468e-4,8.073338799479167
Control,20240616,11,-0.022280354927127988,8.066964041790389
Control,20240616,11,-0.022280354927127988,8.066964041790389
Control,20240616,11,-0.022280354927127988,8.066964041790389
Control,20240616,11,-0.022280354927127988,8.066964041790389
Control,20240616,15,7.897959000029431e-4,8.07079010711649
Control,20240616,15,7.897959000029431e-4,8.07079010711649
Control,20240616,15,7.897959000029431e-4,8.07079010711649
Control,20240616,15,7.897959000029431e-4,8.07079010711649
Control,20240618,3,0.06544278646984214,8.03002594634913
Control,20240618,3,0.06544278646984214,8.03002594634913
Control,20240618,3,0.06544278646984214,8.03002594634913
Control,20240618,3,0.06544278646984214,8.03002594634913
Control,20240618,8,0.06921981390785881,8.03821739461291
Control,20240618,8,0.06921981390785881,8.03821739461291
Control,20240618,8,0.06921981390785881,8.03821739461291
Control,20240618,8,0.06921981390785881,8.03821739461291
Control,20240618,11,0.06052211579847189,8.033733705477552
Control,20240618,11,0.06052211579847189,8.033733705477552
Control,20240618,11,0.06052211579847189,8.033733705477552
Control,20240618,11,0.06052211579847189,8.033733705477552
Control,20240618,15,0.04698138585863987,8.035576891751084
Control,20240618,15,0.04698138585863987,8.035576891751084
Control,20240618,15,0.04698138585863987,8.035576891751084
Control,20240618,15,0.04698138585863987,8.035576891751084
Control,20240619,3,-0.0019882772780235314,8.044038674567062
Control,20240619,3,-0.0019882772780235314,8.044038674567062
Control,20240619,3,-0.0019882772780235314,8.044038674567062
Control,20240619,3,-0.0019882772780235314,8.044038674567062
Control,20240619,8,0.017556221120196724,8.07733789390581
Control,20240619,8,0.017556221120196724,8.07733789390581
Control,20240619,8,0.017556221120196724,8.07733789390581
Control,20240619,8,0.017556221120196724,8.07733789390581
Control,20240619,11,0.017166126587937924,8.084617599131759
Control,20240619,11,0.017166126587937924,8.084617599131759
Control,20240619,11,0.017166126587937924,8.084617599131759
Control,20240619,11,0.017166126587937924,8.084617599131759
Control,20240619,15,-0.035272650307820896,8.074118529683862
Control,20240619,15,-0.035272650307820896,8.074118529683862
