Date,Time,TankID,Flow_Left_30s,Flow_Right_30s,TempInSitu,Salinity,DO_mg_L,Light_nm,TA,Notes,pH
6/3/24,06:00:00,6,120,20,28.1,36.3,3.94,NA,2343.304,NA,7.973661131229899
6/3/24,06:00:00,7,160,5,28,26.2,3.92,NA,2306.044,NA,7.9469472081291395
6/3/24,06:00:00,8,170,255,28,36.3,4.01,NA,2420.65,NA,8.029579013499779
6/3/24,06:00:00,9,116,310,28,36.4,4.03,NA,2358.585,NA,8.011784603187724
6/3/24,06:00:00,10,278,258,27.9,36.3,4,NA,2285.129,NA,8.01359755146066
6/3/24,06:00:00,11,120,110,28.1,36.4,3.86,NA,2388.952,NA,8.029143259887947
6/3/24,06:00:00,12,210,130,28,36.3,3.88,NA,2361.74,NA,8.014764758061578
6/3/24,06:00:00,13,0,26,28.1,36.4,3.59,NA,2347.574,NA,7.87308109328354
6/3/24,06:00:00,14,180,210,28.1,36.4,3.77,NA,2362.2,NA,7.912510301715075
6/3/24,06:00:00,15,5,92,28.1,36.4,4.07,NA,2339.474,NA,8.013630116649967
6/3/24,06:00:00,16,140,34,28.1,36.4,3.94,NA,2339.202,NA,7.997565954219294
6/3/24,06:00:00,Inflow1,NA,NA,28.1,36.4,NA,NA,2346.113,NA,8.011280151320806
6/3/24,06:00:00,Inflow2,NA,NA,28.1,36.4,NA,NA,2343.007,NA,8.019275619285924
6/3/24,09:00:00,1,NA,NA,28.7,37,3.79,NA,NA,NA,7.995396454462852
6/3/24,09:00:00,2,NA,NA,29.2,36.4,3.71,NA,NA,NA,7.935634289438877
6/3/24,09:00:00,3,NA,NA,29,36.4,3.52,NA,NA,NA,7.969016030799513
6/3/24,09:00:00,4,NA,NA,28.8,36.4,3.52,NA,NA,NA,7.963308496415352
6/3/24,09:00:00,5,NA,NA,28.8,36.4,3.57,NA,NA,NA,7.983986529257289
6/3/24,09:00:00,6,NA,NA,28.8,36.4,3.55,NA,NA,NA,7.9667424342207465
6/3/24,09:00:00,7,NA,NA,28.8,36.4,3.56,NA,NA,Very Overcast day for all 9am and noon samples,7.974435416916993
6/3/24,09:00:00,8,NA,NA,28.5,36.4,3.42,NA,NA,NA,7.967568898051272
6/3/24,09:00:00,9,NA,NA,28.7,36.4,3.34,NA,NA,NA,7.9747105471626405
6/3/24,09:00:00,10,NA,NA,28.6,36.4,3.06,NA,NA,NA,7.974952829711822
6/3/24,09:00:00,11,NA,NA,28.7,36.1,2.95,NA,NA,NA,7.9623603174269695
6/3/24,09:00:00,12,NA,NA,28.6,36.4,2.91,NA,NA,NA,7.993817118709601
6/3/24,09:00:00,13,NA,NA,29.4,36.4,2.88,NA,NA,NA,8.144884626433253
6/3/24,09:00:00,14,NA,NA,29.1,36.4,2.74,NA,NA,NA,8.025491497549464
6/3/24,09:00:00,15,NA,NA,28.9,36.4,2.63,NA,NA,NA,8.014004801634503
6/3/24,09:00:00,16,NA,NA,28.7,36.3,2.63,NA,NA,NA,8.033532958215304
6/3/24,09:00:00,Inflow1,NA,NA,28.8,36.4,NA,NA,NA,NA,8.012296932729644
6/3/24,09:00:00,Inflow2,NA,NA,28.8,36.4,NA,NA,NA,NA,8.023252092501515
6/3/24,12:00:00,1,NA,NA,28.8,36.4,3.39,NA,NA,NA,8.053683467249234
6/3/24,12:00:00,2,NA,NA,29.3,36.4,3.48,NA,NA,NA,8.079191567921132
6/3/24,12:00:00,3,NA,NA,29,36.4,3.02,NA,NA,NA,8.03842651582879
6/3/24,12:00:00,4,NA,NA,29,36.4,2.59,NA,NA,NA,8.018281005868563
6/3/24,12:00:00,5,NA,NA,28.9,36.4,2.54,NA,NA,NA,8.04770093530683
6/3/24,12:00:00,6,NA,NA,28.9,36.4,2.86,NA,NA,NA,8.040362713101144
6/3/24,12:00:00,7,NA,NA,28.9,36.4,3.62,NA,NA,NA,8.021615800607217
6/3/24,12:00:00,8,NA,NA,28.6,36.4,3.64,NA,NA,NA,8.033696017174517
6/3/24,12:00:00,9,NA,NA,28.7,36.4,3.47,NA,NA,NA,8.034111391426455
6/3/24,12:00:00,10,NA,NA,28.7,36.3,3.68,NA,NA,NA,8.034289649486864
6/3/24,12:00:00,11,NA,NA,28.8,36.4,3.63,NA,NA,NA,8.02909510995495
6/3/24,12:00:00,12,NA,NA,28.7,36.3,3.69,NA,NA,NA,8.037390204322843
6/3/24,12:00:00,13,NA,NA,29.2,36.5,3.78,NA,NA,NA,8.181569745193784
6/3/24,12:00:00,14,NA,NA,29.1,36.4,3.52,NA,NA,NA,8.07294012382053
6/3/24,12:00:00,15,NA,NA,29,36.4,3.59,NA,NA,NA,8.039719727807737
6/3/24,12:00:00,16,NA,NA,28.8,36.4,3.72,NA,NA,NA,8.03051932827281
6/3/24,12:00:00,Inflow1,NA,NA,28.7,36.4,NA,NA,NA,NA,8.028280623169424
6/3/24,12:00:00,Inflow2,NA,NA,28.7,36.4,NA,NA,NA,NA,8.025915314728742
6/4/24,12:00:00,1,NA,NA,29.3,36.3,3.75,NA,NA,NA,8.064559784475726
6/4/24,12:00:00,2,NA,NA,29.9,36.4,3.81,NA,NA,NA,8.090946497262244
6/4/24,12:00:00,3,NA,NA,29.6,36.4,3.34,NA,NA,NA,8.021659570596434
6/4/24,12:00:00,4,NA,NA,29.5,36.4,3.52,NA,NA,NA,8.048963577375114
6/4/24,12:00:00,5,NA,NA,29.2,36.4,3.86,NA,NA,NA,8.084392287348251
6/4/24,12:00:00,6,NA,NA,29.4,36.4,3.46,NA,NA,NA,8.075691209239974
6/4/24,12:00:00,7,NA,NA,29.4,36.4,3.55,NA,NA,NA,8.060129868276508
6/4/24,12:00:00,8,NA,NA,28.9,36.4,3.66,NA,NA,NA,8.009612760168055
6/4/24,12:00:00,9,NA,NA,29.1,36.4,3.43,NA,NA,NA,8.025827312737363
6/4/24,12:00:00,10,NA,NA,29.1,36.3,3.93,NA,NA,NA,8.028185100422286
6/4/24,12:00:00,11,NA,NA,29.3,36.4,3.73,NA,NA,NA,8.004167014833032
6/4/24,12:00:00,12,NA,NA,29.1,36.2,3.95,NA,NA,NA,8.023885947471545
6/4/24,12:00:00,13,NA,NA,29.9,36.4,4,NA,NA,NA,8.269644229649348
6/4/24,12:00:00,14,NA,NA,29.8,36.3,3.97,NA,NA,NA,8.123667294962614
6/4/24,12:00:00,15,NA,NA,29.7,36.4,3.54,NA,NA,NA,8.023216371928465
6/4/24,12:00:00,16,NA,NA,29.2,36.4,3.94,NA,NA,NA,8.054219417411115
6/4/24,12:00:00,Inflow1,NA,NA,29.1,36.4,NA,NA,NA,NA,7.99706268470031
6/4/24,12:00:00,Inflow2,NA,NA,29.1,36.4,NA,NA,NA,NA,7.995011394513291
6/5/24,12:00:00,1,NA,NA,29.1,36.3,3.61,NA,NA,Very sunny and hot today,8.062339978734771
6/5/24,12:00:00,2,NA,NA,29.4,36.4,3.64,NA,NA,NA,8.061538286866705
6/5/24,12:00:00,3,NA,NA,29.3,36.3,3.58,NA,NA,NA,8.003535383245918
6/5/24,12:00:00,4,NA,NA,29.2,36.4,3.69,NA,NA,NA,8.024548053308687
6/5/24,12:00:00,5,NA,NA,29.1,36.4,3.82,NA,NA,NA,8.055273867756819
6/5/24,12:00:00,6,NA,NA,29.1,36.4,3.96,NA,NA,NA,8.065581965284913
6/5/24,12:00:00,7,NA,NA,29.2,36.4,3.97,NA,NA,NA,8.036482953456353
6/5/24,12:00:00,8,NA,NA,28.9,36.4,3.92,NA,NA,NA,7.99450085689911
6/5/24,12:00:00,9,NA,NA,29.1,36.4,3.94,NA,NA,NA,8.011681791496702
6/5/24,12:00:00,10,NA,NA,29,36.4,3.94,NA,NA,NA,8.020221153066753
6/5/24,12:00:00,11,NA,NA,29.1,36.4,3.89,NA,NA,NA,7.9908763959040865
6/5/24,12:00:00,12,NA,NA,28.9,36.4,3.94,NA,NA,NA,8.02172462721659
6/5/24,12:00:00,13,NA,NA,29.3,36.4,4,NA,NA,NA,8.189911855850394
6/5/24,12:00:00,14,NA,NA,29.3,36.4,4.05,NA,NA,NA,8.077071283951216
6/5/24,12:00:00,15,NA,NA,29.2,36.4,3.85,NA,NA,NA,8.005963593299803
6/5/24,12:00:00,16,NA,NA,29,36.4,3.92,NA,NA,NA,8.026061043786179
6/5/24,12:00:00,Inflow1,NA,NA,29.1,36.4,NA,NA,NA,NA,7.966078718304529
6/5/24,12:00:00,Inflow2,NA,NA,29.1,36.4,NA,NA,NA,NA,7.979663381852873
6/5/24,21:00:00,1,NA,NA,28.5,36.7,3.34,NA,NA,NA,7.989105633210032
6/5/24,21:00:00,2,NA,NA,28.8,36.3,3.12,NA,NA,NA,7.931393349589062
6/5/24,21:00:00,3,NA,NA,28.7,36.3,3.21,NA,NA,NA,7.977973326948323
6/5/24,21:00:00,4,NA,NA,28.6,36.3,3.28,NA,NA,NA,7.98949297432044
6/5/24,21:00:00,5,NA,NA,28.8,36.1,3.22,NA,NA,NA,7.925296917450684
6/5/24,21:00:00,6,NA,NA,28.7,36.4,3.3,NA,NA,NA,7.973407977539817
6/5/24,21:00:00,7,NA,NA,28.6,36.4,3.47,NA,NA,NA,7.985855261733359
6/5/24,21:00:00,8,NA,NA,28.6,36.4,3.49,NA,NA,NA,7.9949872523779755
6/5/24,21:00:00,9,NA,NA,28.6,36.4,3.52,NA,NA,NA,7.997892102168265
6/5/24,21:00:00,10,NA,NA,28.6,36.4,3.55,NA,NA,NA,7.990221456395808
6/5/24,21:00:00,11,NA,NA,28.6,36.4,3.58,NA,NA,NA,7.995132126347354
6/5/24,21:00:00,12,NA,NA,28.5,36.4,3.56,NA,NA,NA,7.98488419796859
6/5/24,21:00:00,13,NA,NA,29.3,36.6,3.16,NA,NA,NA,7.974741230938144
6/5/24,21:00:00,14,NA,NA,28.5,36.5,3.54,NA,NA,NA,7.996962529812886
6/5/24,21:00:00,15,NA,NA,28.9,36.4,3.46,NA,NA,NA,7.981324000232255
6/5/24,21:00:00,16,NA,NA,29,36.4,3.3,NA,NA,NA,7.781296796803945
6/5/24,21:00:00,Inflow1,NA,NA,28.6,36.4,NA,NA,NA,NA,7.975338409860212
6/5/24,21:00:00,Inflow2,NA,NA,28.6,36.4,NA,NA,NA,NA,7.991253708441388
6/6/24,12:00:00,1,1675,440,28.9,36.9,3.72,247,2351.467,NA,8.041307939053562
6/6/24,12:00:00,2,80,14,30.1,36.4,3.45,243,2345.467,NA,8.042659819464381
6/6/24,12:00:00,3,104,24,29.9,36.4,3.32,245,2335.768,NA,7.985500436140412
6/6/24,12:00:00,4,380,190,29.2,36.4,3.48,232,2292.041,NA,8.024508432130972
6/6/24,12:00:00,5,130,16,29.3,36.4,3.53,53,2327.685,NA,8.038198477869614
6/6/24,12:00:00,6,58,12,29.6,36.4,3.6,46,2287.289,NA,8.046449813734851
6/6/24,12:00:00,7,750,418,29.1,36.4,3.71,55,2336.044,NA,8.014548631074998
6/6/24,12:00:00,8,200,360,29,36.4,3.72,52,2361.584,NA,8.015234917392068
6/6/24,12:00:00,9,320,332,29.2,36.4,3.74,302,2332.194,NA,8.026558309490161
6/6/24,12:00:00,10,242,250,29.2,36.4,3.77,317,2335.629,NA,8.02842578672804
6/6/24,12:00:00,11,140,150,29.3,36.4,3.72,300,2347.773,NA,8.007951375781198
6/6/24,12:00:00,12,80,34,29.6,36.4,3.67,285,2322.468,NA,8.035378138876734
6/6/24,12:00:00,13,590,688,29,36.4,3.75,275,2344.6,NA,8.043610924362671
6/6/24,12:00:00,14,954,644,29,36.4,3.83,260,2344.201,NA,8.020642502883751
6/6/24,12:00:00,15,216,424,29.2,36.4,3.74,258,2329.286,NA,8.028412052988445
6/6/24,12:00:00,16,10,330,29.2,36.4,3.73,282,2824.418,NA,8.024898277914845
6/6/24,12:00:00,Inflow1,NA,NA,29.1,36.4,NA,NA,2331.111,NA,8.011783878018713
6/6/24,12:00:00,Inflow2,NA,NA,29.1,36.4,NA,NA,2301.299,NA,8.016805188087494
6/6/24,21:00:00,1,218,600,28.5,36.4,3.58,NA,2331.006,NA,8.097986635003968
6/6/24,21:00:00,2,10,70,28.8,36.4,6.783,NA,2334.695,NA,8.033259117570209
6/6/24,21:00:00,3,23,16,28.7,36.4,7.709,NA,2332.358,NA,8.103052805032167
6/6/24,21:00:00,4,154,346,28.6,36.4,7.377,NA,2307.758,NA,8.094362834093467
6/6/24,21:00:00,5,22,102,28.8,36.4,7.711,NA,2338.475,NA,8.057071426014334
6/6/24,21:00:00,6,70,258,28.7,36.4,7.623,NA,2343.815,NA,8.065899319658902
6/6/24,21:00:00,7,310,632,28.6,36.4,7.411,NA,2322.04,NA,8.08034066754528
6/6/24,21:00:00,8,576,0,28.6,36.4,7.279,NA,2311.952,NA,8.092119378204274
6/6/24,21:00:00,9,342,402,28.6,36.4,7.139,NA,2355.482,NA,8.077927423187232
6/6/24,21:00:00,10,222,92,28.6,36.4,6.978,NA,2332.237,NA,8.071329950729448
6/6/24,21:00:00,11,148,142,28.6,36.4,7.019,NA,2333.189,NA,8.090307997468623
6/6/24,21:00:00,12,16,64,28.5,36.4,6.709,NA,2313.247,NA,8.033657325517037
6/6/24,21:00:00,13,550,450,29.3,36.4,6.581,NA,2342.071,NA,8.075165041654326
6/6/24,21:00:00,14,412,760,28.5,36.4,6.717,NA,2338.711,NA,8.08766968946612
6/6/24,21:00:00,15,400,198,28.9,36.4,6.891,NA,2338.045,NA,8.091029656586135
6/6/24,21:00:00,16,340,50,29,36.4,6.906,NA,2333.698,NA,8.065737103900739
6/6/24,21:00:00,Inflow1,NA,NA,28.6,36.4,6.995,NA,2275.838,NA,8.026617059875067
6/6/24,21:00:00,Inflow2,NA,NA,28.6,36.4,7.219,NA,2354.9,NA,8.09717839345329
6/7/24,12:00:00,1,NA,NA,29.1,36.4,7.928,397,NA,NA,8.08163444303891
6/7/24,12:00:00,2,NA,NA,29.3,36.4,7.868,360,NA,NA,8.063368410224085
6/7/24,12:00:00,3,NA,NA,28.6,36.4,7.712,397,NA,NA,8.068122954486881
6/7/24,12:00:00,4,NA,NA,28.4,36.4,7.91,382,NA,NA,8.094607538570802
6/7/24,12:00:00,5,NA,NA,28.7,36.4,7.994,320,NA,NA,8.153310479988626
6/7/24,12:00:00,6,NA,NA,29.2,36.4,8.311,404,NA,NA,8.182053387123055
6/7/24,12:00:00,7,NA,NA,29.1,36.4,7.851,383,NA,NA,8.088078058703266
6/7/24,12:00:00,8,NA,NA,29,36.4,7.634,404,NA,NA,8.056459065527163
6/7/24,12:00:00,9,NA,NA,29.5,36.4,7.826,368,NA,NA,8.081170083534586
6/7/24,12:00:00,10,NA,NA,29.3,36.4,8.233,396,NA,NA,8.130139342498923
6/7/24,12:00:00,11,NA,NA,28.8,36.4,7.466,320,NA,NA,8.062415636836487
6/7/24,12:00:00,12,NA,NA,28.9,36.4,7.811,360,NA,NA,8.128791541451307
6/7/24,12:00:00,13,NA,NA,29,36.4,7.754,390,NA,NA,8.093830340159785
6/7/24,12:00:00,14,NA,NA,29,36.4,7.754,407,NA,NA,8.114863814309443
6/7/24,12:00:00,15,NA,NA,29.2,36.4,7.754,340,NA,NA,8.047039223053421
6/7/24,12:00:00,16,NA,NA,29.4,36.4,7.754,395,NA,NA,8.054147742486496
6/7/24,12:00:00,Inflow1,NA,NA,29.1,36.4,7.578,NA,NA,NA,8.01946526581153
6/7/24,12:00:00,Inflow2,NA,NA,29.1,36.4,7.554,NA,NA,NA,8.03723798516511
6/7/24,21:00:00,1,NA,NA,28.9,36.4,8.02,NA,NA,NA,8.026274530868275
6/7/24,21:00:00,2,NA,NA,28.5,36.4,8.052,NA,NA,NA,8.044451069283014
6/7/24,21:00:00,3,NA,NA,28.5,36.4,8.235,NA,NA,NA,8.053393331069831
6/7/24,21:00:00,4,NA,NA,28.6,36.4,7.924,NA,NA,NA,8.029743932071105
6/7/24,21:00:00,5,NA,NA,28.7,36.4,7.87,NA,NA,NA,7.980637621616603
6/7/24,21:00:00,6,NA,NA,28.5,36.4,7.847,NA,NA,NA,7.989883919772352
6/7/24,21:00:00,7,NA,NA,28.3,36.4,8.131,NA,NA,NA,8.011296369014826
6/7/24,21:00:00,8,NA,NA,28.6,36.4,7.847,NA,NA,NA,8.06079837804643
6/7/24,21:00:00,9,NA,NA,28.6,36.4,7.941,NA,NA,NA,8.022329466057057
6/7/24,21:00:00,10,NA,NA,28.6,36.4,7.893,NA,NA,NA,8.00421370898753
6/7/24,21:00:00,11,NA,NA,28.6,36.4,8.13,NA,NA,NA,8.05531893014778
6/7/24,21:00:00,12,NA,NA,28.5,36.4,6.68,NA,NA,NA,8.008592780502555
6/7/24,21:00:00,13,NA,NA,28.7,36.4,7.672,NA,NA,NA,8.03983405263247
6/7/24,21:00:00,14,NA,NA,28.5,36.4,7.727,NA,NA,NA,8.038190230720073
6/7/24,21:00:00,15,NA,NA,28.9,36.4,7.93,NA,NA,NA,8.052483063229303
6/7/24,21:00:00,16,NA,NA,29,36.4,7.878,NA,NA,NA,8.037467993439558
6/7/24,21:00:00,Inflow1,NA,NA,28.6,36.4,7.863,NA,NA,NA,8.038224070099382
6/7/24,21:00:00,Inflow2,NA,NA,28.6,36.4,7.981,NA,NA,NA,8.034823832782049
6/8/24,12:00:00,1,NA,NA,28.6,36.4,8.059,83,NA,Overcast/rain,8.023206490279904
6/8/24,12:00:00,2,NA,NA,29.3,36.4,8.174,78,NA,NA,8.001138652851779
6/8/24,12:00:00,3,NA,NA,28.6,36.4,8.067,81,NA,NA,8.02879043475598
6/8/24,12:00:00,4,NA,NA,28.4,36.4,8.012,74,NA,NA,8.024375531912565
6/8/24,12:00:00,5,NA,NA,28.7,36.4,7.874,70,NA,NA,8.003532418671227
6/8/24,12:00:00,6,NA,NA,28.8,36.4,7.89,84,NA,NA,7.995908600630168
6/8/24,12:00:00,7,NA,NA,29.1,36.4,7.791,84,NA,NA,8.007250458282268
6/8/24,12:00:00,8,NA,NA,29,36.4,7.721,87,NA,NA,8.030582279561004
6/8/24,12:00:00,9,NA,NA,28.7,36.4,7.77,96,NA,NA,8.01238263140895
6/8/24,12:00:00,10,NA,NA,28.9,36.4,7.653,82,NA,NA,8.028739170331862
6/8/24,12:00:00,11,NA,NA,29,36.4,7.73,69,NA,NA,8.02706873534793
6/8/24,12:00:00,12,NA,NA,29.1,36.4,7.608,70,NA,NA,8.005566513504784
