YEAR,LTER,HABITAT,TRANSECT,POLE,QUADRAT,ACANTHASTREA,ACROPORA,ASTREA,CYPHASTREA,FUNGIIDAE_UNIDENTIFIED,GARDINEROSERIS,GONIASTREA,LEPTASTREA,LEPTOSERIS,LOBOPHYLLIA,MILLEPORA,MONTIPORA,PACHYSERIS,PAVONA,PLESIASTREA,POCILLOPORA,PORITES,PSAMMACORA,STYLOCOENIELLA,UNKNOWN_OR_OTHER
2005,LTER_1,Fringing reef,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,0,0,0
2005,LTER_1,Fringing reef,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,LTER_1,Fringing reef,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0
2005,LTER_1,Fringing reef,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0
2005,LTER_1,Fringing reef,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0
2005,LTER_1,Fringing reef,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,LTER_1,Fringing reef,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4,0,0,0
2005,LTER_1,Fringing reef,5,E,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0
2005,LTER_1,10m,1,A,1,0,3,0,0,0,0,0,0,0,0,0,1.8,0,1.2,0,15.9,4.9,0,0,0
2005,LTER_1,10m,1,A,2,0,18.8,1.2,0,0,0,0,0,0,0,0,0,0,1.2,0,26.1,0,0,0,0
2005,LTER_1,10m,1,A,3,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,3.6,0,0,0
2005,LTER_1,10m,1,A,4,0,3.1,0,0,0,0,0,1.2,0,0,0,2.5,0,0,0,32.7,13,0,0,0
2005,LTER_1,10m,1,A,5,0,8.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,17,7.5,0,0,0
2005,LTER_1,10m,1,A,6,0,10.3,0,0,0.6,0,0,0,0,0,0,0,0,1.2,0,50.9,0,0,0,0
2005,LTER_1,10m,1,A,7,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,6,0,0,0
2005,LTER_1,10m,1,A,8,0,8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,35.8,3.7,0,0,0
2005,LTER_1,10m,2,B,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,10.7,0,0,0
2005,LTER_1,10m,2,B,2,0,14.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,7.7,17.2,0,0,0
2005,LTER_1,10m,2,B,3,0,12.7,0,0,0,0,0,0.6,0,0,0,0,0,0,0,6.6,20.5,0,0,0
2005,LTER_1,10m,2,B,4,0,77.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
2005,LTER_1,10m,2,B,5,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3.6,0,0,0
2005,LTER_1,10m,2,B,6,0,35.1,0,0,0,0,0,1.8,0,0,0,0,0,0.6,0,16.1,0,0,0,0
2005,LTER_1,10m,2,B,7,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0
2005,LTER_1,10m,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,LTER_1,10m,3,C,1,0,6.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,16.9,16.3,0,0,0
2005,LTER_1,10m,3,C,2,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,17.1,0,0,0
2005,LTER_1,10m,3,C,3,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,13.2,1.2,0,0
2005,LTER_1,10m,3,C,4,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,35.3,24,0,0,0
2005,LTER_1,10m,3,C,5,0,0,1.2,0,0,0,0,0,0,0,0,1.8,0,0,0,25.6,16.7,0,0,0
2005,LTER_1,10m,3,C,6,0,8.7,0,0,0,0,0,7,0,0,0,0.6,0,2.3,0,13.4,3.5,0,0,0
2005,LTER_1,10m,4,D,1,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,1.8,0,0,0
2005,LTER_1,10m,4,D,2,0,15.7,2.9,0.6,0,0,0,0,0,0,0,0,0,0,0,8.7,15.1,0,0,0
2005,LTER_1,10m,4,D,3,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,12.3,38.7,0,0,0
2005,LTER_1,10m,4,D,4,0,21,0.6,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0.6,0,0,0
2005,LTER_1,10m,4,D,5,0,3,1.2,0,0,0,0,3.6,0,0,0,0,0,3.6,0,17.4,28.7,0,0,0
2005,LTER_1,10m,4,D,6,0,3.6,0,0,0,0,0,1.2,0,0,0,0,0,0,0,32.9,21,0,0,0
2005,LTER_1,10m,4,D,7,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0.6,0,32.9,13.2,0,0,0
2005,LTER_1,10m,5,E,1,0,2.4,3,0,0,0,0,10.7,0,0,0,0,0,1.2,0,20.8,2.4,0,0,0
2005,LTER_1,10m,5,E,2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,30.4,0,0,0,0
2005,LTER_1,10m,5,E,3,0,9.1,0.6,0,0,0,0,0,0,0,0,2.3,0,0,0,17.7,4.6,0,0,0
2005,LTER_1,10m,5,E,4,0,2.4,0,0,0,0,0,1.8,0,0,0,0,0,0,0,29.3,6.6,0,0,0
2005,LTER_1,10m,5,E,5,0,0,1.2,0,0.6,0,0,4.7,0,0,0,0,0,0,0,6.5,0,0,0,0
2005,LTER_1,10m,5,E,6,0,16.6,0,0,0,0,0,3.7,0,0,9.8,0,0,0,0,16,4.3,0,0,0
2005,LTER_1,10m,5,E,7,0,39.2,0,0.6,1.9,0,0,0,0,0,0,0,0,0,0,8.9,12.7,0,0,0
2005,LTER_1,10m,5,E,8,0,8.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,25.8,32.5,0,0,0
2005,LTER_1,17m,1,A,1,0,20.9,0,0,0,0,0.6,1.2,0,0,0,0,0,2.5,0,5.5,2.5,0,0,0
2005,LTER_1,17m,1,A,2,0,0.7,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,13.2,12.6,1.3,0,0
2005,LTER_1,17m,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,35,0,0,0
2005,LTER_1,17m,1,A,4,0,4.9,0,0,0,0,0,0,0,0,0,0.6,0,1.2,0,12.3,31.3,0,0,0
2005,LTER_1,17m,1,A,5,0,6.7,0.6,0,0,0,0,3.6,0,0,0,4.2,0,7.9,0,18.8,10.3,6.7,0,0
2005,LTER_1,17m,1,A,6,0,4.3,0,0,0,0,0,10.5,0,0,0,1.2,0,1.2,0,31.5,2.5,0.6,0,0
2005,LTER_1,17m,1,A,7,0,1.7,0,0,5.1,0,0,2.2,0,0,0,0,0,0,0,6.7,16.3,0.6,0,0
2005,LTER_1,17m,1,A,8,0,5.9,0,0,0,0,0,0,0,0,0,0,0,3,0,14.2,55,0,0,0
2005,LTER_1,17m,2,B,1,0,10.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,8.7,12.4,0,0,0
2005,LTER_1,17m,2,B,2,0,16,0,0,1.2,0,0,0,0,0,0,0,0,1.2,0,22.8,21,0,0,0
2005,LTER_1,17m,2,B,3,0,32.6,0,2.3,0,0,0,1.2,0,0,0,0,0,0,0,9.3,16.3,0,0,0
2005,LTER_1,17m,2,B,4,0,2.3,2.9,0,0,0,0,1.2,0,0,0,0,0,0,0,21.4,1.2,0,0,0
2005,LTER_1,17m,2,B,5,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,31.1,15.9,0,0,0
2005,LTER_1,17m,2,B,6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,1.2,0,0,0
2005,LTER_1,17m,2,B,7,0,5.7,0,0.6,0,0,0,0.6,0,0,0,1.7,0,3.4,0,13.2,5.7,0,0,0
2005,LTER_1,17m,2,B,8,0,15.9,0,0.6,0,0,0,8.8,0,0,0,0,0,1.2,0,8.8,12.4,0,0,0
2005,LTER_1,17m,3,C,1,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,6.9,0,0,0
2005,LTER_1,17m,3,C,2,0,28.8,0,0,0,0,0,0,0,0,0,0,0,1.1,0,38.4,10.2,1.1,0,0
2005,LTER_1,17m,3,C,3,0,20.9,0.6,0,0,0,0,0,0,0,0,0,0,3.1,0,25.8,14.7,0,0,0
2005,LTER_1,17m,3,C,4,0,22.6,0.6,0,0.6,0,0,0,0,0,0,1.2,0,4.2,0,7.7,7.7,0,0,0
2005,LTER_1,17m,3,C,5,0,4.9,0,0,0,0,0,3,0,0,12.2,0,0,1.2,0,40.2,3.7,0,0,0
2005,LTER_1,17m,3,C,6,0,1.7,0.6,0,3.5,0,0,11,0,0,15.6,0,0,0.6,0,37.6,2.9,0,0,0
2005,LTER_1,17m,4,D,1,0,0,0,0,0,0,0,4.4,0,0,0,15.2,0,0,0,8.9,3.2,0,0,0
2005,LTER_1,17m,4,D,2,0,5.3,0,0,0,0,0,16.5,0,0,0,0,0,0.6,0,21.2,5.9,0,0,0
2005,LTER_1,17m,4,D,3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,13.5,7.3,0,0,0
2005,LTER_1,17m,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,29.4,0,0,0
2005,LTER_1,17m,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,1.9,0,0,0
2005,LTER_1,17m,4,D,6,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
2005,LTER_1,17m,4,D,7,1.2,14,0,0,0,0,0,0,0,0,0,1.8,0,0,0,3.7,4.9,0,0,0
2005,LTER_1,17m,4,D,8,0,8.4,0,0,4.2,0,0,1.8,0,0,0,0,0,7.8,0,34.9,7.8,0,0,0
2005,LTER_1,17m,5,E,1,0,12.7,1.8,0,0,0,0,0.6,0,0,0,1.8,0,0,0,23,4.2,8.5,0,0
2005,LTER_1,17m,5,E,2,0,8.3,3.2,0,0,0,0,0.6,0,0,0,4.5,0,0.6,0,19.2,10.9,0,0,0
2005,LTER_1,17m,5,E,3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,LTER_1,17m,5,E,4,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,3.5,9.2,0,0,0
2005,LTER_1,17m,5,E,5,0,5.9,0,0,0,0,0,5.3,0,0,0,1.2,0,1.2,0,28.8,2.4,0.6,0,0
2005,LTER_1,17m,5,E,6,0,1.8,1.8,0,0,0,0,4.8,0,0,0,0,0,0,0,19.6,1.8,0,0,0
2005,LTER_1,17m,5,E,7,0,17.6,0,0,0,0,0,29.1,0,0,0,0,0,0,0,4.2,15.8,0,0,0
2005,LTER_1,17m,5,E,8,0,13.5,0.6,0,0,0,0,13.5,0,0,0,0,0,0.6,0,16.4,22.2,0,0,0
2006,LTER_1,Fringing reef,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,0,0,0
2006,LTER_1,Fringing reef,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0
2006,LTER_1,Fringing reef,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
2006,LTER_1,Fringing reef,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
2006,LTER_1,Fringing reef,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0
2006,LTER_1,Fringing reef,1,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,LTER_1,Fringing reef,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
2006,LTER_1,Fringing reef,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9,0,0,0
2006,LTER_1,Fringing reef,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
2006,LTER_1,Fringing reef,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
2006,LTER_1,Fringing reef,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,LTER_1,Fringing reef,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,LTER_1,Fringing reef,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0
2006,LTER_1,Fringing reef,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0
2006,LTER_1,Fringing reef,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,0,0,0
2006,LTER_1,Fringing reef,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,0,0,0
2006,LTER_1,Fringing reef,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4,0,0,0
2006,LTER_1,Fringing reef,3,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0
2006,LTER_1,Fringing reef,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6,0,0,0
2006,LTER_1,Fringing reef,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,0,0,0
2006,LTER_1,Fringing reef,3,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0
2006,LTER_1,Fringing reef,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0
2006,LTER_1,Fringing reef,3,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0
2006,LTER_1,Fringing reef,3,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0
2006,LTER_1,Fringing reef,4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,0,0,0
2006,LTER_1,Fringing reef,4,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,0,0,0
2006,LTER_1,Fringing reef,4,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0
2006,LTER_1,Fringing reef,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0
2006,LTER_1,Fringing reef,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0
2006,LTER_1,Fringing reef,4,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,0,0,0
2006,LTER_1,Fringing reef,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,0,0,0
2006,LTER_1,Fringing reef,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,0,0
2006,LTER_1,Fringing reef,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0
2006,LTER_1,Fringing reef,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8,0,0,0
2006,LTER_1,Fringing reef,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,0,0,0
2006,LTER_1,Fringing reef,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0
2006,LTER_1,Fringing reef,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0
2006,LTER_1,Fringing reef,5,E,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2006,LTER_1,Fringing reef,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0
2006,LTER_1,Fringing reef,5,E,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,0,0,0
2006,LTER_1,10m,1,A,1,0,4.7,0.6,0,1.8,0,0,0,0,0,0,0,0,1.2,0,13.6,5.3,0,0,0
2006,LTER_1,10m,1,A,2,0,13.9,0,0,0,0,0,0,0,0,0,1.2,0,0,0,24.7,0.6,0,0,0
2006,LTER_1,10m,1,A,3,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,4.1,0,0,0
2006,LTER_1,10m,1,A,4,0,3.5,1.2,0,0,0,0,2.9,0,0,0,0,0,0,0,38.7,12.1,0,0,0
2006,LTER_1,10m,1,A,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1.2,0,22,8.3,0,0,0
2006,LTER_1,10m,1,A,6,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0
2006,LTER_1,10m,1,A,7,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,3,0,0,0
2006,LTER_1,10m,1,A,8,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,0,0,0,0
2006,LTER_1,10m,2,B,1,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,6.4,0,0,0
2006,LTER_1,10m,2,B,2,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0
2006,LTER_1,10m,2,B,3,0,17.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,9.2,12.7,0,0,0
2006,LTER_1,10m,2,B,4,0,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0
2006,LTER_1,10m,2,B,5,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0
2006,LTER_1,10m,2,B,6,0,20.1,0.6,0,0,0,0,0,0,0,0,0,0,0.6,0,4.1,0,0,0,0
2006,LTER_1,10m,2,B,7,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,13.7,0,0,0,0
2006,LTER_1,10m,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,LTER_1,10m,3,C,1,0,4.6,0,0,0,0,0,0,0,0,0,0.6,0,1.2,0,17.3,14.5,0,0,0
2006,LTER_1,10m,3,C,2,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,13.5,0,0,0
2006,LTER_1,10m,3,C,3,0,42.3,0,0,0,0,0,0,0,0,0,0.6,0,0,0,2.9,9.7,1.1,0,0
2006,LTER_1,10m,3,C,4,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,22.9,0,0,0
2006,LTER_1,10m,3,C,5,0,2.3,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,32.2,24.1,0,0,0
2006,LTER_1,10m,3,C,6,0,24.6,0,0,0,0,0,4.2,0,0,0,0,0,1.2,0,15,13.2,0,0,0
2006,LTER_1,10m,4,D,1,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,1.2,0,0,0
2006,LTER_1,10m,4,D,2,0,20.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,10.7,10.1,0,0,0
2006,LTER_1,10m,4,D,3,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,31,0,0,0
2006,LTER_1,10m,4,D,4,0,19,3.6,0,0,0,0,0,0,0,0,1.2,0,0,0,28,0,0,0,0
2006,LTER_1,10m,4,D,5,0,4.8,1.2,0,0,0,0,2.4,0,0,0,0,0,0,0,15.6,38.3,0,0,0
2006,LTER_1,10m,4,D,6,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,27.7,10.4,0,0,0
2006,LTER_1,10m,4,D,7,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,21.8,0,0,0
2006,LTER_1,10m,4,D,8,0,15.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,18.5,24.3,0,0,0
2006,LTER_1,10m,5,E,1,0,0.6,1.7,0,0,0,0,10.4,0,0,0,1.2,0,0,0,30.6,4.6,0,0,0
2006,LTER_1,10m,5,E,2,0,2.2,0,0,0,0,3.9,0,0,0,0,0,0,0,0,24.7,1.1,0,0,0
2006,LTER_1,10m,5,E,3,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.6,0,22,1.2,0,0,0
2006,LTER_1,10m,5,E,4,0,2.3,1.1,0,0,0,0,2.3,0,0,0,1.7,0,0,0,24.1,9.2,0,0,0
2006,LTER_1,10m,5,E,5,0,0.6,0,0,0,0,0,9.6,0,0,0,3.6,0,0,0,9,0,0,0,0
2006,LTER_1,10m,5,E,6,1.2,31,0,0,0,0,0,0,0,0,7.7,1.2,0,0,0,13.7,6,0,0,0
2006,LTER_1,10m,5,E,7,0,22.1,0,0,2.9,0,0,0,0,0,0,0,0,0,0,9.3,6.4,0,0,0
2006,LTER_1,10m,5,E,8,0,6.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,25.4,32.9,0,0,0
2006,LTER_1,17m,1,A,1,0,25,0.6,0,0,0,1.2,0,0,0,0,0,0,1.8,0,11.6,1.8,0,0,0
2006,LTER_1,17m,1,A,2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,5.3,0,0,0
2006,LTER_1,17m,1,A,3,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,34.5,0,0,0
2006,LTER_1,17m,1,A,4,0,6.5,0,0,0,0,0,0,0,0,4.2,0,0,0.6,0,20.2,17.9,1.8,0,0
2006,LTER_1,17m,1,A,5,0,9.5,0,0,0.6,0,0,4.2,0,0,0,0,0,1.8,0,19.6,14.9,3,0,0
2006,LTER_1,17m,1,A,6,0,0,0,0,0,0,0,13.2,0,0,0,4,0,1.1,0,26.4,3.4,0,0,0
2006,LTER_1,17m,1,A,7,0,10.7,0,0,3,0,0,1.8,0,0,0,0,0,2.4,0,5.3,17.2,0,0,0
2006,LTER_1,17m,1,A,8,0,7.3,0,0.6,0,0,0,0,0,0,0,0,0,3,0,11,64.6,0,0,0
2006,LTER_1,17m,2,B,1,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0.6,0,18.3,9.8,1.2,0,0
2006,LTER_1,17m,2,B,2,0,8.5,0,0,1.2,0,0,0,0,0,0,0,0,0,0,26.1,18.8,0,0,0
2006,LTER_1,17m,2,B,3,0,33.9,0,0,0,0,0,0.6,0,0,0,0,0,1.2,0,8.3,13.7,0,0,0
2006,LTER_1,17m,2,B,4,0,2.9,3.5,0,0,0,1.2,3.5,0,0,0,0,0,0,0,21.1,1.8,0,0,0
2006,LTER_1,17m,2,B,5,1.2,2.4,0,1.2,0,0,0,2.4,0,0,0,1.2,0,0,0,20.1,21.3,0,0,0
2006,LTER_1,17m,2,B,6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,15.4,10.1,0,0,0
2006,LTER_1,17m,2,B,7,0,17.5,1.2,0,0,0,1.2,0,0,0,0,3,0,3,0,7.2,10.8,0,0,0
