Date,Rep,Treatment,TankID,Salinity,pH,TempInSitu,DO,DO_mg_L,Time,DateTime
20240529,2,2006,Pre 2,36.7,8.07273072916839,29.023,80.4,5.04,17:45:00,2024-05-29T17:45:00Z
20240529,3,2006,Pre 3,36.5,7.944295080982312,28.85,76.3,4.82,17:45:00,2024-05-29T17:45:00Z
20240529,4,2006,Pre 4,36.6,7.992584388144534,29.427,79.1,4.92,17:45:00,2024-05-29T17:45:00Z
20240529,1,2011,COTS 1,36.5,7.954092660637655,29.147,67,4.21,17:45:00,2024-05-29T17:45:00Z
20240529,2,2011,COTS 2,36.5,7.97486516676313,28.667,79.1,5.01,17:45:00,2024-05-29T17:45:00Z
20240529,3,2011,COTS 3,36.5,7.938344861169238,29.489,70.3,4.39,17:45:00,2024-05-29T17:45:00Z
20240529,4,2011,COTS 4,36.6,7.9624246659186495,29.164,77.7,4.9,17:45:00,2024-05-29T17:45:00Z
20240529,1,2019,Bleach 1,36.5,8.011045723494393,29.125,77.9,4.87,17:45:00,2024-05-29T17:45:00Z
20240529,2,2019,Bleach 2,36.5,7.980840842831812,28.309,81.1,5.17,17:45:00,2024-05-29T17:45:00Z
20240529,3,2019,Bleach 3,36.6,8.01428826992107,29.149,75,4.7,17:45:00,2024-05-29T17:45:00Z
20240529,4,2019,Bleach 4,36.4,7.96468438391898,28.803,76.7,4.87,17:45:00,2024-05-29T17:45:00Z
20240529,1,Control,Control 1,36.5,7.995364959404095,28.905,77.1,4.82,17:45:00,2024-05-29T17:45:00Z
20240529,2,Control,Control 2,36.5,7.990136168394877,28.37,83.4,5.3,17:45:00,2024-05-29T17:45:00Z
20240529,3,Control,Control 3,36.5,7.916395060871978,29.233,67.9,4.27,17:45:00,2024-05-29T17:45:00Z
20240529,4,Control,Control 4,36.5,7.958057978206431,28.955,79.1,4.96,17:45:00,2024-05-29T17:45:00Z
20240530,1,2006,Pre 1,37,7.46009494268728,28.32,80.9,5.1,08:10:00,2024-05-30T08:10:00Z
20240530,2,2006,Pre 2,37,7.461902071522609,28.145,80.9,5.25,08:10:00,2024-05-30T08:10:00Z
20240530,3,2006,Pre 3,36.4,7.993354350635022,28.502,83.2,5.2,08:10:00,2024-05-30T08:10:00Z
20240530,4,2006,Pre 4,36.7,7.5999507252734055,28.473,80.5,5.04,08:10:00,2024-05-30T08:10:00Z
20240530,1,2011,COTS 1,36.6,7.685759237481195,29.156,72.9,4.56,08:10:00,2024-05-30T08:10:00Z
20240530,2,2011,COTS 2,36.4,7.994516652858457,27.99,82.8,5.24,08:10:00,2024-05-30T08:10:00Z
20240530,3,2011,COTS 3,36.8,7.601148309497126,29.154,70.7,4.43,08:10:00,2024-05-30T08:10:00Z
20240530,4,2011,COTS 4,36.4,7.815155307342906,28.306,81,5.14,08:10:00,2024-05-30T08:10:00Z
20240530,1,2019,Bleach 1,36.4,7.888407016578811,28.19,78.7,5,08:10:00,2024-05-30T08:10:00Z
20240530,2,2019,Bleach 2,36.4,7.728873698975685,28.247,84.3,5.34,08:10:00,2024-05-30T08:10:00Z
20240530,3,2019,Bleach 3,36.7,7.743130923775753,28.817,80.2,5.03,08:10:00,2024-05-30T08:10:00Z
20240530,4,2019,Bleach 4,36.5,7.843494243200578,27.897,77.6,4.91,08:10:00,2024-05-30T08:10:00Z
20240530,1,Control,Control 1,36.5,7.888086254283196,28.092,77.1,4.88,08:10:00,2024-05-30T08:10:00Z
20240530,2,Control,Control 2,36.4,7.985739809616597,27.467,85.4,5.5,08:10:00,2024-05-30T08:10:00Z
20240530,3,Control,Control 3,36.4,7.91071067690874,29.133,75.6,4.72,08:10:00,2024-05-30T08:10:00Z
20240530,4,Control,Control 4,36.4,7.948695944062446,28.464,80,5.06,08:10:00,2024-05-30T08:10:00Z
20240530,1,2006,Pre 1,36.3,8.015135223467773,28.618,81.6,5.17,15:28:00,2024-05-30T15:28:00Z
20240530,2,2006,Pre 2,36.4,8.096874620566352,28.642,82.6,5.14,15:28:00,2024-05-30T15:28:00Z
20240530,3,2006,Pre 3,36.4,8.06483741865603,28.938,85.8,5.44,15:28:00,2024-05-30T15:28:00Z
20240530,4,2006,Pre 4,36.4,8.028501331234535,28.771,83.5,5.57,15:28:00,2024-05-30T15:28:00Z
20240530,1,2011,COTS 1,36.6,8.069013403980032,29.712,80.9,5.08,15:28:00,2024-05-30T15:28:00Z
20240530,2,2011,COTS 2,36.5,8.094778078847266,28.827,81.8,5.15,15:28:00,2024-05-30T15:28:00Z
20240530,3,2011,COTS 3,36.6,8.07420373116974,29.696,83.3,5.16,15:28:00,2024-05-30T15:28:00Z
20240530,4,2011,COTS 4,36.4,8.089959117548828,28.661,83.3,5.25,15:28:00,2024-05-30T15:28:00Z
20240530,1,2019,Bleach 1,36.4,8.152292855811991,28.75,84,5.3,15:28:00,2024-05-30T15:28:00Z
20240530,2,2019,Bleach 2,36.3,8.005735181076721,29.804,84.7,5.38,15:28:00,2024-05-30T15:28:00Z
20240530,3,2019,Bleach 3,36.5,8.24083423731036,29.793,88.1,5.4,15:28:00,2024-05-30T15:28:00Z
20240530,4,2019,Bleach 4,36.5,8.246283305636927,29.629,84.4,5.25,15:28:00,2024-05-30T15:28:00Z
20240530,1,Control,Control 1,36.6,8.003139260369712,29.106,80.3,5.15,15:28:00,2024-05-30T15:28:00Z
20240530,2,Control,Control 2,36.6,7.984195471805387,28.325,79.4,5.06,15:28:00,2024-05-30T15:28:00Z
20240530,3,Control,Control 3,36.8,8.107254040676768,30.411,82.4,5.08,15:28:00,2024-05-30T15:28:00Z
20240530,4,Control,Control 4,36.5,8.03814295186296,29.363,84.9,5.28,15:28:00,2024-05-30T15:28:00Z
20240530,1,2006,Pre 1,36.4,7.99122414075279,29.782,79.4,5.03,18:00:00,2024-05-30T18:00:00Z
20240530,2,2006,Pre 2,36.3,7.971334213631514,30.036,80.5,5.13,18:00:00,2024-05-30T18:00:00Z
20240530,3,2006,Pre 3,36.3,7.964396536666588,30.06,74.5,4.74,18:00:00,2024-05-30T18:00:00Z
20240530,4,2006,Pre 4,36.3,7.9545333049122116,29.912,76.6,4.85,18:00:00,2024-05-30T18:00:00Z
20240530,1,2011,COTS 1,36.3,7.954642015558445,29.764,71.6,4.56,18:00:00,2024-05-30T18:00:00Z
20240530,2,2011,COTS 2,36.4,7.975937675579842,29.946,79.3,5.05,18:00:00,2024-05-30T18:00:00Z
20240530,3,2011,COTS 3,36.3,7.996864313281427,28.333,73.3,4.64,18:00:00,2024-05-30T18:00:00Z
20240530,4,2011,COTS 4,36.4,7.944823694591634,30.184,76,4.81,18:00:00,2024-05-30T18:00:00Z
20240530,1,2019,Bleach 1,36.3,7.941543246122849,30.025,77.2,4.93,18:00:00,2024-05-30T18:00:00Z
20240530,2,2019,Bleach 2,36.4,7.95980898244982,29.488,77.2,4.94,18:00:00,2024-05-30T18:00:00Z
20240530,3,2019,Bleach 3,36.3,7.987935247969371,29.487,74.3,4.71,18:00:00,2024-05-30T18:00:00Z
20240530,4,2019,Bleach 4,36.4,7.97171942626325,29.882,79.4,5.04,18:00:00,2024-05-30T18:00:00Z
20240530,1,Control,Control 1,36.3,7.960292046627148,30.125,79,5,18:00:00,2024-05-30T18:00:00Z
20240530,2,Control,Control 2,36.3,7.998919417031848,29.68,80.2,5.09,18:00:00,2024-05-30T18:00:00Z
20240530,3,Control,Control 3,36.3,7.982903687758237,29.628,72.2,4.08,18:00:00,2024-05-30T18:00:00Z
20240530,4,Control,Control 4,36.3,7.979213838438182,29.796,76.3,4.83,18:00:00,2024-05-30T18:00:00Z
20240531,1,2006,Pre 1,36.2,7.9957744337915395,27.713,67.9,4.34,05:30:00,2024-05-31T05:30:00Z
20240531,2,2006,Pre 2,36.2,7.538093260743886,28.696,73.5,4.72,05:30:00,2024-05-31T05:30:00Z
20240531,3,2006,Pre 3,36.1,7.9750870624207035,27.605,77.5,4.66,05:30:00,2024-05-31T05:30:00Z
20240531,4,2006,Pre 4,36.3,7.96941543976196,27.553,75.1,4.81,05:30:00,2024-05-31T05:30:00Z
20240531,1,2011,COTS 1,36.3,7.957950959185718,27.671,75.7,4.89,05:30:00,2024-05-31T05:30:00Z
20240531,2,2011,COTS 2,36.3,8.01782883293004,27.707,74.1,4.76,05:30:00,2024-05-31T05:30:00Z
20240531,3,2011,COTS 3,36.3,8.003344039077524,27.658,76.1,4.87,05:30:00,2024-05-31T05:30:00Z
20240531,4,2011,COTS 4,36.2,7.9631070017100765,27.643,69,4.44,05:30:00,2024-05-31T05:30:00Z
20240531,1,2019,Bleach 1,36.3,7.952162188861131,27.735,75.5,4.85,05:30:00,2024-05-31T05:30:00Z
20240531,2,2019,Bleach 2,36.3,7.96961504339014,27.256,69.3,4.52,05:30:00,2024-05-31T05:30:00Z
20240531,3,2019,Bleach 3,36.3,8.014148083440377,27.596,76,4.87,05:30:00,2024-05-31T05:30:00Z
20240531,4,2019,Bleach 4,36.2,7.980051461224108,28.185,76.6,4.9,05:30:00,2024-05-31T05:30:00Z
20240531,1,Control,Control 1,36.3,7.955881991310981,27.704,75.5,4.84,05:30:00,2024-05-31T05:30:00Z
20240531,2,Control,Control 2,36.4,8.016902711898972,27.524,68.9,4.47,05:30:00,2024-05-31T05:30:00Z
20240531,3,Control,Control 3,36.3,8.007118266085357,27.623,76.4,4.9,05:30:00,2024-05-31T05:30:00Z
20240531,4,Control,Control 4,36.3,8.00786232248941,27.7,71.7,4.58,05:30:00,2024-05-31T05:30:00Z
20240531,1,2006,Pre 1,36.2,7.9957744337915395,27.713,67.9,4.34,08:15:00,2024-05-31T08:15:00Z
20240531,2,2006,Pre 2,36.2,7.538093260743886,28.696,73.5,4.72,08:15:00,2024-05-31T08:15:00Z
20240531,3,2006,Pre 3,36.3,8.00785922828141,27.977,80.1,5.11,08:15:00,2024-05-31T08:15:00Z
20240531,4,2006,Pre 4,36.3,7.96941543976196,27.553,75.1,4.81,08:15:00,2024-05-31T08:15:00Z
20240531,1,2011,COTS 1,36.3,7.994092459957339,28.147,76.6,4.86,08:15:00,2024-05-31T08:15:00Z
20240531,2,2011,COTS 2,36.3,8.01782883293004,27.707,74.1,4.76,08:15:00,2024-05-31T08:15:00Z
20240531,3,2011,COTS 3,36.3,8.00840678941189,28.07,78.9,5.02,08:15:00,2024-05-31T08:15:00Z
20240531,4,2011,COTS 4,36.2,7.9631070017100765,27.643,69,4.44,08:15:00,2024-05-31T08:15:00Z
20240531,1,2019,Bleach 1,36.3,7.952162188861131,27.735,75.5,4.85,08:15:00,2024-05-31T08:15:00Z
20240531,2,2019,Bleach 2,36.3,8.009005016258666,27.744,80.2,5.13,08:15:00,2024-05-31T08:15:00Z
20240531,3,2019,Bleach 3,36.3,8.018617564205705,27.918,79.6,5.07,08:15:00,2024-05-31T08:15:00Z
20240531,4,2019,Bleach 4,36.2,7.980051461224108,28.185,76.6,4.9,08:15:00,2024-05-31T08:15:00Z
20240531,1,Control,Control 1,36.3,7.955881991310981,27.704,75.5,4.84,08:15:00,2024-05-31T08:15:00Z
20240531,2,Control,Control 2,36.4,8.016902711898972,27.524,68.9,4.47,08:15:00,2024-05-31T08:15:00Z
20240531,3,Control,Control 3,36.3,8.002826042321066,27.978,78.4,4.99,08:15:00,2024-05-31T08:15:00Z
20240531,4,Control,Control 4,36.3,8.002656817738767,27.992,79.6,5.07,08:15:00,2024-05-31T08:15:00Z
20240531,1,2006,Pre 1,36.4,7.999190936890692,28.572,80.5,5.08,12:20:00,2024-05-31T12:20:00Z
20240531,2,2006,Pre 2,36.4,8.03626589735292,28.682,80.9,5.08,12:20:00,2024-05-31T12:20:00Z
20240531,3,2006,Pre 3,36.2,7.9667235597437625,33.143,80.9,5.05,12:20:00,2024-05-31T12:20:00Z
20240531,4,2006,Pre 4,36.2,7.970315695494954,34.605,80.2,5.01,12:20:00,2024-05-31T12:20:00Z
20240531,1,2011,COTS 1,36.3,8.124756820918824,28.8,75.5,4.74,12:20:00,2024-05-31T12:20:00Z
20240531,2,2011,COTS 2,36.3,8.000067345788922,30.134,80,5.04,12:20:00,2024-05-31T12:20:00Z
20240531,3,2011,COTS 3,36.4,7.938395323579706,34.7,77.3,4.83,12:20:00,2024-05-31T12:20:00Z
20240531,4,2011,COTS 4,36.3,8.00283374680637,29.906,79.8,5.01,12:20:00,2024-05-31T12:20:00Z
20240531,1,2019,Bleach 1,36.3,7.975726329767234,34.04,81.2,5.13,12:20:00,2024-05-31T12:20:00Z
20240531,2,2019,Bleach 2,36.4,7.983160038218089,33.309,80.8,5.07,12:20:00,2024-05-31T12:20:00Z
20240531,3,2019,Bleach 3,36.3,7.95649464112686,33.051,78.8,4.96,12:20:00,2024-05-31T12:20:00Z
20240531,4,2019,Bleach 4,36.1,7.959299334566009,33.198,79.2,5.01,12:20:00,2024-05-31T12:20:00Z
20240531,1,Control,Control 1,36.3,7.993092392276662,29.198,77.2,4.81,12:20:00,2024-05-31T12:20:00Z
20240531,2,Control,Control 2,36.4,7.991888697688308,28.485,79.8,5.05,12:20:00,2024-05-31T12:20:00Z
20240531,3,Control,Control 3,36.4,7.946215241251286,32.826,76.2,4.81,12:20:00,2024-05-31T12:20:00Z
20240531,4,Control,Control 4,36.2,7.939475243343204,33.493,79.7,5.02,12:20:00,2024-05-31T12:20:00Z
20240531,1,2006,Pre 1,36.3,8.016111484690112,28.4,75.7,4.79,15:50:00,2024-05-31T15:50:00Z
20240531,2,2006,Pre 2,36.4,8.007203555993224,28.6,77,4.83,15:50:00,2024-05-31T15:50:00Z
20240531,3,2006,Pre 3,36.4,8.006309099267934,28.26,68.5,4.31,15:50:00,2024-05-31T15:50:00Z
20240531,4,2006,Pre 4,36.3,8.029616781628935,28.8,72.6,4.59,15:50:00,2024-05-31T15:50:00Z
20240531,1,2011,COTS 1,36.4,8.020704992757572,29,67,4.23,15:50:00,2024-05-31T15:50:00Z
20240531,2,2011,COTS 2,36.3,8.012768784835904,28.4,74,4.67,15:50:00,2024-05-31T15:50:00Z
20240531,3,2011,COTS 3,36.4,8.011456331324178,28.8,65.1,4.1,15:50:00,2024-05-31T15:50:00Z
20240531,4,2011,COTS 4,36.3,8.026728736668446,28.9,74.8,4.69,15:50:00,2024-05-31T15:50:00Z
20240531,1,2019,Bleach 1,36.3,8.042077629737175,28.6,75.1,4.75,15:50:00,2024-05-31T15:50:00Z
20240531,2,2019,Bleach 2,36.4,8.031355514001842,28.4,68,4.3,15:50:00,2024-05-31T15:50:00Z
20240531,3,2019,Bleach 3,36.3,8.013712019629315,28.46,66.1,4.17,15:50:00,2024-05-31T15:50:00Z
20240531,4,2019,Bleach 4,36.3,8.013226643081993,28.5,74.3,4.7,15:50:00,2024-05-31T15:50:00Z
20240531,1,Control,Control 1,36.1,8.006308592581902,28.9,68.9,4.31,15:50:00,2024-05-31T15:50:00Z
20240531,2,Control,Control 2,36.4,8.012512352842446,28.3,75.93,4.8,15:50:00,2024-05-31T15:50:00Z
20240531,3,Control,Control 3,36.3,8.007460777955181,28.7,66.3,4.2,15:50:00,2024-05-31T15:50:00Z
20240531,4,Control,Control 4,36.3,8.005332343709437,28.6,67.7,4.26,15:50:00,2024-05-31T15:50:00Z
20240531,1,2006,Pre 1,36.3,7.996449489497151,27.535,74.3,4.74,18:15:00,2024-05-31T18:15:00Z
20240531,2,2006,Pre 2,36.3,7.9329587400690755,28.365,69,4.42,18:15:00,2024-05-31T18:15:00Z
20240531,3,2006,Pre 3,36.3,7.959023211134658,28.002,72.7,4.64,18:15:00,2024-05-31T18:15:00Z
20240531,4,2006,Pre 4,36.3,7.970678299046026,28.007,73.8,4.7,18:15:00,2024-05-31T18:15:00Z
20240531,1,2011,COTS 1,36.3,7.963184463916733,27.373,71,4.57,18:15:00,2024-05-31T18:15:00Z
20240531,2,2011,COTS 2,36.3,7.984802041183169,28.224,71.4,4.55,18:15:00,2024-05-31T18:15:00Z
20240531,3,2011,COTS 3,36.4,7.964018286301429,28.161,69.3,4.42,18:15:00,2024-05-31T18:15:00Z
20240531,4,2011,COTS 4,36.3,7.969004757319289,28.007,74,4.72,18:15:00,2024-05-31T18:15:00Z
20240531,1,2019,Bleach 1,36.3,7.979033991666993,28.008,74.6,4.73,18:15:00,2024-05-31T18:15:00Z
20240531,2,2019,Bleach 2,36.3,7.986786965064209,27.92,73.7,4.73,18:15:00,2024-05-31T18:15:00Z
20240531,3,2019,Bleach 3,36.3,7.979554175245143,28.104,70.8,4.5,18:15:00,2024-05-31T18:15:00Z
20240531,4,2019,Bleach 4,36.3,7.974048055285695,28.284,73,4.65,18:15:00,2024-05-31T18:15:00Z
20240531,1,Control,Control 1,36.4,7.977636231047582,28.002,74,4.7,18:15:00,2024-05-31T18:15:00Z
20240531,2,Control,Control 2,36.3,8.002022300157455,27.906,74.9,4.96,18:15:00,2024-05-31T18:15:00Z
20240531,3,Control,Control 3,36.2,8.035801814394034,27.59,68.2,4.35,18:15:00,2024-05-31T18:15:00Z
20240531,4,Control,Control 4,36.3,7.980110976023305,28.336,73.5,4.67,18:15:00,2024-05-31T18:15:00Z
20240601,1,2006,Pre 1,36.3,7.962695485063617,28.813,74.8,4.78,05:30:00,2024-06-01T05:30:00Z
20240601,2,2006,Pre 2,36.3,7.912749751149031,28.236,66.5,4.28,05:30:00,2024-06-01T05:30:00Z
20240601,3,2006,Pre 3,36.2,7.939316147758996,28.235,67.5,4.4,05:30:00,2024-06-01T05:30:00Z
