year,site,patch,quad,benthic_category,percent_cover
2019,1,2,N9,coral,20
2019,1,2,N9,millepora,0
2019,1,2,N9,ctb,36
2019,1,2,N9,macroalgae,44
2019,1,2,N9,sand,0
2019,1,2,S1,macroalgae,4
2019,1,2,S1,millepora,0
2019,1,2,S1,sand,0
2019,1,2,S1,coral,20
2019,1,2,S1,ctb,76
2019,1,2,S2,coral,16
2019,1,2,S2,ctb,64
2019,1,2,S2,sand,16
2019,1,2,S2,macroalgae,4
2019,1,2,S2,millepora,0
2019,1,2,S3,coral,8
2019,1,2,S3,ctb,88
2019,1,2,S3,macroalgae,4
2019,1,2,S3,millepora,0
2019,1,2,S3,sand,0
2019,1,2,S4,macroalgae,60
2019,1,2,S4,coral,12
2019,1,2,S4,sand,0
2019,1,2,S4,ctb,28
2019,1,2,S4,millepora,0
2019,1,2,S5,millepora,0
2019,1,2,S5,macroalgae,8
2019,1,2,S5,ctb,44
2019,1,2,S5,coral,12
2019,1,2,S5,sand,36
2019,1,2,W16,sand,4
2019,1,2,W16,macroalgae,8
2019,1,2,W16,ctb,76
2019,1,2,W16,millepora,0
2019,1,2,W16,coral,12
2019,1,2,W17,sand,20
2019,1,2,W17,ctb,8
2019,1,2,W17,millepora,0
2019,1,2,W17,coral,8
2019,1,2,W17,macroalgae,64
2019,1,2,W18,millepora,0
2019,1,2,W18,macroalgae,24
2019,1,2,W18,sand,68
2019,1,2,W18,coral,0
2019,1,2,W18,ctb,8
2019,1,2,W19,sand,84
2019,1,2,W19,millepora,0
2019,1,2,W19,ctb,4
2019,1,2,W19,coral,0
2019,1,2,W19,macroalgae,12
2019,1,2,W20,millepora,0
2019,1,2,W20,coral,8
2019,1,2,W20,ctb,36
2019,1,2,W20,sand,56
2019,1,2,W20,macroalgae,0
2019,1,3,E11,sand,8
2019,1,3,E11,macroalgae,32
2019,1,3,E11,ctb,60
2019,1,3,E11,coral,0
2019,1,3,E11,millepora,0
2019,1,3,E12,macroalgae,40
2019,1,3,E12,millepora,0
2019,1,3,E12,sand,28
2019,1,3,E12,coral,0
2019,1,3,E12,ctb,32
2019,1,3,E13,sand,20
2019,1,3,E13,ctb,72
2019,1,3,E13,millepora,0
2019,1,3,E13,macroalgae,8
2019,1,3,E13,coral,0
2019,1,3,E14,millepora,0
2019,1,3,E14,coral,0
2019,1,3,E14,ctb,100
2019,1,3,E14,macroalgae,0
2019,1,3,E14,sand,0
2019,1,3,E15,sand,4
2019,1,3,E15,coral,0
2019,1,3,E15,macroalgae,0
2019,1,3,E15,millepora,0
2019,1,3,E15,ctb,96
2019,1,3,N10,ctb,100
2019,1,3,N10,macroalgae,0
2019,1,3,N10,millepora,0
2019,1,3,N10,sand,0
2019,1,3,N10,coral,0
2019,1,3,N6,ctb,16
2019,1,3,N6,macroalgae,76
2019,1,3,N6,coral,0
2019,1,3,N6,sand,8
2019,1,3,N6,millepora,0
2019,1,3,N7,ctb,20
2019,1,3,N7,millepora,0
2019,1,3,N7,sand,0
2019,1,3,N7,coral,8
2019,1,3,N7,macroalgae,72
2019,1,3,N8,millepora,0
2019,1,3,N8,sand,0
2019,1,3,N8,coral,0
2019,1,3,N8,macroalgae,12
2019,1,3,N8,ctb,88
2019,1,3,N9,ctb,68
2019,1,3,N9,coral,0
2019,1,3,N9,sand,32
2019,1,3,N9,millepora,0
2019,1,3,N9,macroalgae,0
2019,1,3,S1,ctb,40
2019,1,3,S1,millepora,0
2019,1,3,S1,coral,4
2019,1,3,S1,macroalgae,56
2019,1,3,S1,sand,0
2019,1,3,S2,coral,0
2019,1,3,S2,ctb,20
2019,1,3,S2,macroalgae,80
2019,1,3,S2,sand,0
2019,1,3,S2,millepora,0
2019,1,3,S3,macroalgae,28
2019,1,3,S3,ctb,16
2019,1,3,S3,sand,56
2019,1,3,S3,coral,0
2019,1,3,S3,millepora,0
2019,1,3,S4,coral,4
2019,1,3,S4,ctb,40
2019,1,3,S4,macroalgae,8
2019,1,3,S4,millepora,0
2019,1,3,S4,sand,48
2019,1,3,S5,sand,0
2019,1,3,S5,ctb,100
2019,1,3,S5,coral,0
2019,1,3,S5,macroalgae,0
2019,1,3,S5,millepora,0
2019,1,3,W16,coral,0
2019,1,3,W16,millepora,0
2019,1,3,W16,ctb,68
2019,1,3,W16,macroalgae,32
2019,1,3,W16,sand,0
2019,1,3,W17,millepora,0
2019,1,3,W17,ctb,76
2019,1,3,W17,macroalgae,0
2019,1,3,W17,sand,24
2019,1,3,W17,coral,0
2019,1,3,W18,ctb,92
2019,1,3,W18,sand,8
2019,1,3,W18,macroalgae,0
2019,1,3,W18,millepora,0
2019,1,3,W18,coral,0
2019,1,3,W19,macroalgae,0
2019,1,3,W19,ctb,100
2019,1,3,W19,sand,0
2019,1,3,W19,millepora,0
2019,1,3,W19,coral,0
2019,1,3,W20,ctb,100
2019,1,3,W20,coral,0
2019,1,3,W20,millepora,0
2019,1,3,W20,sand,0
2019,1,3,W20,macroalgae,0
2019,1,4,E11,coral,8
2019,1,4,E11,sand,12
2019,1,4,E11,ctb,68
2019,1,4,E11,macroalgae,12
2019,1,4,E11,millepora,0
2019,1,4,E12,macroalgae,0
2019,1,4,E12,sand,56
2019,1,4,E12,coral,4
2019,1,4,E12,millepora,0
2019,1,4,E12,ctb,40
2019,1,4,E13,sand,36
2019,1,4,E13,millepora,0
2019,1,4,E13,macroalgae,4
2019,1,4,E13,ctb,56
2019,1,4,E13,coral,4
2019,1,4,E14,millepora,0
2019,1,4,E14,sand,32
2019,1,4,E14,coral,12
2019,1,4,E14,ctb,48
2019,1,4,E14,macroalgae,8
2019,1,4,E15,sand,0
2019,1,4,E15,macroalgae,20
2019,1,4,E15,millepora,0
2019,1,4,E15,ctb,76
2019,1,4,E15,coral,4
2019,1,4,N10,sand,0
2019,1,4,N10,ctb,76
2019,1,4,N10,macroalgae,4
2019,1,4,N10,coral,20
2019,1,4,N10,millepora,0
2019,1,4,N6,coral,4
2019,1,4,N6,sand,20
2019,1,4,N6,macroalgae,24
2019,1,4,N6,millepora,0
2019,1,4,N6,ctb,52
2019,1,4,N7,millepora,0
2019,1,4,N7,coral,16
2019,1,4,N7,sand,4
2019,1,4,N7,macroalgae,24
2019,1,4,N7,ctb,56
2019,1,4,N8,coral,12
2019,1,4,N8,millepora,0
2019,1,4,N8,macroalgae,8
2019,1,4,N8,ctb,48
2019,1,4,N8,sand,32
2019,1,4,N9,coral,12
2019,1,4,N9,sand,20
2019,1,4,N9,macroalgae,0
2019,1,4,N9,millepora,0
2019,1,4,N9,ctb,68
2019,1,4,S1,sand,12
2019,1,4,S1,millepora,0
2019,1,4,S1,ctb,68
2019,1,4,S1,macroalgae,20
2019,1,4,S1,coral,0
2019,1,4,S2,ctb,48
2019,1,4,S2,millepora,0
2019,1,4,S2,coral,16
2019,1,4,S2,macroalgae,16
2019,1,4,S2,sand,20
2019,1,4,S3,millepora,0
2019,1,4,S3,sand,24
2019,1,4,S3,coral,12
2019,1,4,S3,macroalgae,24
2019,1,4,S3,ctb,40
2019,1,4,S4,macroalgae,28
2019,1,4,S4,sand,20
2019,1,4,S4,ctb,40
2019,1,4,S4,millepora,0
2019,1,4,S4,coral,12
2019,1,4,S5,ctb,72
2019,1,4,S5,coral,16
2019,1,4,S5,macroalgae,12
2019,1,4,S5,millepora,0
2019,1,4,S5,sand,0
2019,1,4,W16,coral,20
2019,1,4,W16,millepora,0
2019,1,4,W16,sand,0
2019,1,4,W16,macroalgae,16
2019,1,4,W16,ctb,64
2019,1,4,W17,coral,4
2019,1,4,W17,macroalgae,40
2019,1,4,W17,sand,12
2019,1,4,W17,ctb,44
2019,1,4,W17,millepora,0
2019,1,4,W18,ctb,64
2019,1,4,W18,millepora,0
2019,1,4,W18,macroalgae,12
2019,1,4,W18,sand,8
2019,1,4,W18,coral,16
2019,1,4,W19,macroalgae,12
2019,1,4,W19,sand,44
2019,1,4,W19,millepora,0
2019,1,4,W19,coral,12
2019,1,4,W19,ctb,32
2019,1,4,W20,coral,4
2019,1,4,W20,sand,52
2019,1,4,W20,ctb,24
2019,1,4,W20,millepora,0
2019,1,4,W20,macroalgae,20
2019,1,5,E11,millepora,0
2019,1,5,E11,coral,0
2019,1,5,E11,sand,16
2019,1,5,E11,macroalgae,8
2019,1,5,E11,ctb,76
2019,1,5,E12,macroalgae,16
2019,1,5,E12,sand,16
2019,1,5,E12,coral,4
2019,1,5,E12,millepora,0
2019,1,5,E12,ctb,64
2019,1,5,E13,macroalgae,12
2019,1,5,E13,millepora,0
2019,1,5,E13,coral,16
2019,1,5,E13,sand,4
2019,1,5,E13,ctb,68
2019,1,5,E14,millepora,0
2019,1,5,E14,coral,4
2019,1,5,E14,macroalgae,4
2019,1,5,E14,sand,32
2019,1,5,E14,ctb,60
2019,1,5,E15,macroalgae,16
2019,1,5,E15,sand,32
2019,1,5,E15,coral,4
2019,1,5,E15,ctb,48
2019,1,5,E15,millepora,0
2019,1,5,N10,millepora,0
2019,1,5,N10,macroalgae,12
2019,1,5,N10,sand,24
2019,1,5,N10,ctb,60
2019,1,5,N10,coral,4
2019,1,5,N6,sand,44
2019,1,5,N6,macroalgae,12
2019,1,5,N6,millepora,0
2019,1,5,N6,coral,0
2019,1,5,N6,ctb,44
2019,1,5,N7,coral,16
2019,1,5,N7,macroalgae,8
2019,1,5,N7,ctb,52
2019,1,5,N7,millepora,0
2019,1,5,N7,sand,24
2019,1,5,N8,ctb,68
2019,1,5,N8,sand,8
2019,1,5,N8,coral,16
2019,1,5,N8,millepora,0
2019,1,5,N8,macroalgae,8
2019,1,5,N9,ctb,28
2019,1,5,N9,sand,64
2019,1,5,N9,coral,8
2019,1,5,N9,millepora,0
2019,1,5,N9,macroalgae,0
2019,1,5,S1,sand,36
2019,1,5,S1,coral,0
2019,1,5,S1,ctb,52
2019,1,5,S1,millepora,0
2019,1,5,S1,macroalgae,12
2019,1,5,S2,coral,0
2019,1,5,S2,ctb,28
2019,1,5,S2,millepora,0
2019,1,5,S2,macroalgae,4
2019,1,5,S2,sand,68
2019,1,5,S3,sand,32
2019,1,5,S3,ctb,52
2019,1,5,S3,macroalgae,16
2019,1,5,S3,millepora,0
2019,1,5,S3,coral,0
2019,1,5,S4,macroalgae,4
2019,1,5,S4,coral,4
2019,1,5,S4,millepora,0
2019,1,5,S4,sand,84
2019,1,5,S4,ctb,8
2019,1,5,S5,macroalgae,4
2019,1,5,S5,coral,0
2019,1,5,S5,millepora,0
2019,1,5,S5,sand,36
2019,1,5,S5,ctb,60
2019,1,5,W16,millepora,0
2019,1,5,W16,macroalgae,4
2019,1,5,W16,sand,48
2019,1,5,W16,coral,4
2019,1,5,W16,ctb,44
2019,1,5,W17,coral,0
2019,1,5,W17,sand,44
2019,1,5,W17,millepora,0
2019,1,5,W17,ctb,52
2019,1,5,W17,macroalgae,4
2019,1,5,W18,coral,0
2019,1,5,W18,sand,0
2019,1,5,W18,macroalgae,8
2019,1,5,W18,ctb,92
2019,1,5,W18,millepora,0
2019,1,5,W19,coral,0
2019,1,5,W19,ctb,80
2019,1,5,W19,sand,8
2019,1,5,W19,macroalgae,12
2019,1,5,W19,millepora,0
2019,2,1,E11,sand,8
2019,2,1,E11,macroalgae,72
2019,2,1,E11,millepora,0
2019,2,1,E11,ctb,20
2019,2,1,E11,coral,0
2019,2,1,E12,ctb,48
2019,2,1,E12,macroalgae,48
2019,2,1,E12,millepora,0
2019,2,1,E12,coral,0
2019,2,1,E12,sand,4
2019,2,1,E13,macroalgae,24
2019,2,1,E13,coral,0
2019,2,1,E13,millepora,0
2019,2,1,E13,ctb,36
2019,2,1,E13,sand,40
2019,2,1,E14,ctb,84
2019,2,1,E14,sand,16
2019,2,1,E14,macroalgae,0
2019,2,1,E14,coral,0
2019,2,1,E14,millepora,0
2019,2,1,E15,ctb,32
2019,2,1,E15,sand,52
2019,2,1,E15,millepora,0
2019,2,1,E15,coral,0
2019,2,1,E15,macroalgae,16
2019,2,1,N10,macroalgae,8
2019,2,1,N10,millepora,0
2019,2,1,N10,sand,84
2019,2,1,N10,ctb,8
2019,2,1,N10,coral,0
2019,2,1,N6,macroalgae,12
2019,2,1,N6,coral,0
2019,2,1,N6,ctb,8
2019,2,1,N6,millepora,0
2019,2,1,N6,sand,80
2019,2,1,N7,ctb,68
2019,2,1,N7,millepora,0
2019,2,1,N7,sand,20
2019,2,1,N7,coral,0
2019,2,1,N7,macroalgae,12
2019,2,1,N8,sand,44
2019,2,1,N8,coral,0
2019,2,1,N8,macroalgae,32
2019,2,1,N8,ctb,24
2019,2,1,N8,millepora,0
2019,2,1,N9,sand,60
2019,2,1,N9,macroalgae,0
2019,2,1,N9,millepora,0
2019,2,1,N9,coral,0
2019,2,1,N9,ctb,40
2019,2,1,S1,coral,0
2019,2,1,S1,macroalgae,48
2019,2,1,S1,ctb,32
2019,2,1,S1,millepora,0
2019,2,1,S1,sand,20
2019,2,1,S2,coral,0
2019,2,1,S2,millepora,0
2019,2,1,S2,sand,32
2019,2,1,S2,ctb,32
2019,2,1,S2,macroalgae,36
2019,2,1,S3,macroalgae,8
2019,2,1,S3,millepora,0
2019,2,1,S3,coral,0
2019,2,1,S3,sand,56
2019,2,1,S3,ctb,36
2019,2,1,S4,macroalgae,4
2019,2,1,S4,ctb,36
2019,2,1,S4,millepora,0
2019,2,1,S4,sand,52
2019,2,1,S4,coral,8
2019,2,1,S5,sand,16
2019,2,1,S5,macroalgae,0
2019,2,1,S5,millepora,0
2019,2,1,S5,coral,24
2019,2,1,S5,ctb,60
2019,2,1,W16,sand,16
2019,2,1,W16,macroalgae,0
2019,2,1,W16,millepora,0
2019,2,1,W16,ctb,84
2019,2,1,W16,coral,0
2019,2,1,W17,sand,0
2019,2,1,W17,macroalgae,84
2019,2,1,W17,ctb,16
2019,2,1,W17,millepora,0
2019,2,1,W17,coral,0
2019,2,1,W18,ctb,44
2019,2,1,W18,coral,0
2019,2,1,W18,millepora,0
2019,2,1,W18,sand,0
2019,2,1,W18,macroalgae,56
2019,2,1,W19,coral,0
2019,2,1,W19,ctb,48
2019,2,1,W19,macroalgae,44
2019,2,1,W19,sand,8
2019,2,1,W19,millepora,0
2019,2,1,W20,ctb,4
2019,2,1,W20,millepora,0
2019,2,1,W20,macroalgae,20
2019,2,1,W20,sand,76
2019,2,1,W20,coral,0
2019,2,2,E11,coral,0
2019,2,2,E11,sand,12
2019,2,2,E11,macroalgae,0
2019,2,2,E11,ctb,88
2019,2,2,E11,millepora,0
2019,2,2,E12,ctb,72
2019,2,2,E12,millepora,0
2019,2,2,E12,macroalgae,16
2019,2,2,E12,sand,8
2019,2,2,E12,coral,4
2019,2,2,E13,ctb,52
2019,2,2,E13,macroalgae,40
2019,2,2,E13,coral,0
2019,2,2,E13,millepora,0
2019,2,2,E13,sand,8
2019,2,2,E14,coral,0
2019,2,2,E14,millepora,0
2019,2,2,E14,sand,16
2019,2,2,E14,ctb,24
2019,2,2,E14,macroalgae,60
2019,2,2,E15,sand,4
2019,2,2,E15,ctb,60
2019,2,2,E15,millepora,0
2019,2,2,E15,macroalgae,32
2019,2,2,E15,coral,4
2019,2,2,N10,sand,4
2019,2,2,N10,macroalgae,24
2019,2,2,N10,millepora,0
2019,2,2,N10,coral,0
2019,2,2,N10,ctb,72
2019,2,2,N6,sand,0
2019,2,2,N6,millepora,0
2019,2,2,N6,ctb,48
2019,2,2,N6,macroalgae,48
2019,2,2,N6,coral,4
2019,2,2,N7,ctb,52
2019,2,2,N7,coral,4
2019,2,2,N7,macroalgae,24
2019,2,2,N7,millepora,0
2019,2,2,N7,sand,20
2019,2,2,N8,coral,24
2019,2,2,N8,ctb,68
2019,2,2,N8,macroalgae,8
2019,2,2,N8,sand,0
2019,2,2,N8,millepora,0
2019,2,2,N9,macroalgae,44
2019,2,2,N9,coral,0
2019,2,2,N9,sand,0
2019,2,2,N9,ctb,56
2019,2,2,N9,millepora,0
2019,2,2,S1,sand,0
2019,2,2,S1,macroalgae,0
2019,2,2,S1,ctb,100
2019,2,2,S1,millepora,0
2019,2,2,S1,coral,0
2019,2,2,S2,ctb,0
2019,2,2,S2,coral,0
2019,2,2,S2,macroalgae,0
2019,2,2,S2,millepora,0
2019,2,2,S2,sand,100
2019,2,2,S3,coral,0
2019,2,2,S3,macroalgae,0
2019,2,2,S3,millepora,0
2019,2,2,S3,ctb,8
2019,2,2,S3,sand,92
2019,2,2,S4,macroalgae,0
2019,2,2,S4,millepora,0
2019,2,2,S4,coral,8
2019,2,2,S4,sand,72
2019,2,2,S4,ctb,20
2019,2,2,S5,coral,24
2019,2,2,S5,ctb,48
2019,2,2,S5,sand,0
2019,2,2,S5,millepora,0
2019,2,2,S5,macroalgae,28
2019,2,2,W16,millepora,0
2019,2,2,W16,macroalgae,0
2019,2,2,W16,sand,0
2019,2,2,W16,coral,4
2019,2,2,W16,ctb,96
2019,2,2,W17,millepora,0
2019,2,2,W17,coral,20
2019,2,2,W17,sand,0
2019,2,2,W17,macroalgae,0
2019,2,2,W17,ctb,80
2019,2,2,W18,millepora,0
2019,2,2,W18,ctb,84
2019,2,2,W18,coral,8
2019,2,2,W18,sand,8
2019,2,2,W18,macroalgae,0
2019,2,2,W19,sand,0
2019,2,2,W19,macroalgae,0
2019,2,2,W19,millepora,0
2019,2,2,W19,coral,8
2019,2,2,W19,ctb,92
2019,2,2,W20,macroalgae,88
2019,2,2,W20,coral,0
2019,2,2,W20,ctb,8
2019,2,2,W20,millepora,0
2019,2,2,W20,sand,4
2019,2,3,E11,ctb,48
2019,2,3,E11,macroalgae,52
2019,2,3,E11,sand,0
2019,2,3,E11,millepora,0
2019,2,3,E11,coral,0
2019,2,3,E12,coral,0
2019,2,3,E12,sand,0
2019,2,3,E12,millepora,0
2019,2,3,E12,macroalgae,96
2019,2,3,E12,ctb,4
2019,2,3,E13,sand,0
2019,2,3,E13,millepora,0
2019,2,3,E13,macroalgae,60
2019,2,3,E13,coral,0
2019,2,3,E13,ctb,40
2019,2,3,E14,ctb,72
2019,2,3,E14,macroalgae,12
2019,2,3,E14,coral,0
2019,2,3,E14,sand,16
2019,2,3,E14,millepora,0
2019,2,3,E15,sand,0
2019,2,3,E15,macroalgae,0
2019,2,3,E15,millepora,0
2019,2,3,E15,ctb,100
2019,2,3,E15,coral,0
2019,2,3,N10,millepora,0
2019,2,3,N10,sand,0
2019,2,3,N10,coral,0
2019,2,3,N10,macroalgae,44
2019,2,3,N10,ctb,56
2019,2,3,N6,sand,0
2019,2,3,N6,millepora,0
2019,2,3,N6,macroalgae,12
2019,2,3,N6,ctb,88
2019,2,3,N6,coral,0
2019,2,3,N7,millepora,0
2019,2,3,N7,coral,0
2019,2,3,N7,ctb,100
2019,2,3,N7,sand,0
2019,2,3,N7,macroalgae,0
2019,2,3,N8,ctb,80
2019,2,3,N8,millepora,0
2019,2,3,N8,macroalgae,20
2019,2,3,N8,coral,0
2019,2,3,N8,sand,0
2019,2,3,N9,millepora,0
2019,2,3,N9,sand,0
2019,2,3,N9,coral,0
2019,2,3,N9,macroalgae,8
2019,2,3,N9,ctb,92
2019,2,3,S1,macroalgae,68
2019,2,3,S1,sand,0
2019,2,3,S1,coral,0
2019,2,3,S1,ctb,32
2019,2,3,S1,millepora,0
2019,2,3,S2,coral,0
2019,2,3,S2,macroalgae,56
2019,2,3,S2,sand,4
2019,2,3,S2,millepora,0
2019,2,3,S2,ctb,40
2019,2,3,S3,coral,0
2019,2,3,S3,macroalgae,36
2019,2,3,S3,sand,12
2019,2,3,S3,millepora,0
2019,2,3,S3,ctb,52
2019,2,3,S4,macroalgae,8
2019,2,3,S4,ctb,16
2019,2,3,S4,millepora,0
2019,2,3,S4,sand,76
2019,2,3,S4,coral,0
2019,2,3,S5,sand,0
2019,2,3,S5,ctb,44
2019,2,3,S5,coral,0
2019,2,3,S5,millepora,0
2019,2,3,S5,macroalgae,56
2019,2,3,W16,macroalgae,0
2019,2,3,W16,coral,24
2019,2,3,W16,sand,0
2019,2,3,W16,ctb,76
2019,2,3,W16,millepora,0
2019,2,3,W17,millepora,0
2019,2,3,W17,coral,8
2019,2,3,W17,sand,4
2019,2,3,W17,macroalgae,72
2019,2,3,W17,ctb,16
2019,2,3,W18,coral,0
2019,2,3,W18,millepora,0
2019,2,3,W18,sand,36
2019,2,3,W18,ctb,20
2019,2,3,W18,macroalgae,44
2019,2,3,W19,sand,40
2019,2,3,W19,millepora,0
2019,2,3,W19,coral,0
2019,2,3,W19,ctb,44
2019,2,3,W19,macroalgae,16
2019,2,4,E11,coral,4
2019,2,4,E11,sand,0
2019,2,4,E11,macroalgae,0
2019,2,4,E11,millepora,0
2019,2,4,E11,ctb,96
2019,2,4,E12,sand,0
2019,2,4,E12,millepora,0
2019,2,4,E12,macroalgae,0
2019,2,4,E12,coral,28
2019,2,4,E12,ctb,72
2019,2,4,E13,macroalgae,0
2019,2,4,E13,sand,0
2019,2,4,E13,coral,20
2019,2,4,E13,millepora,0
2019,2,4,E13,ctb,80
2019,2,4,E14,coral,12
2019,2,4,E14,ctb,84
2019,2,4,E14,macroalgae,4
2019,2,4,E14,millepora,0
2019,2,4,E14,sand,0
2019,2,4,E15,millepora,0
2019,2,4,E15,coral,0
2019,2,4,E15,ctb,0
2019,2,4,E15,sand,72
2019,2,4,E15,macroalgae,28
2019,2,4,N10,ctb,52
2019,2,4,N10,coral,24
2019,2,4,N10,sand,8
2019,2,4,N10,millepora,0
2019,2,4,N10,macroalgae,16
2019,2,4,N6,ctb,64
2019,2,4,N6,millepora,0
2019,2,4,N6,sand,24
2019,2,4,N6,coral,12
2019,2,4,N6,macroalgae,0
2019,2,4,N7,sand,16
2019,2,4,N7,ctb,16
2019,2,4,N7,coral,0
2019,2,4,N7,millepora,0
2019,2,4,N7,macroalgae,68
2019,2,4,N8,sand,8
2019,2,4,N8,macroalgae,44
2019,2,4,N8,millepora,0
2019,2,4,N8,coral,0
2019,2,4,N8,ctb,48
2019,2,4,N9,millepora,0
2019,2,4,N9,sand,4
2019,2,4,N9,macroalgae,52
2019,2,4,N9,coral,24
2019,2,4,N9,ctb,20
2019,2,4,S1,sand,0
2019,2,4,S1,macroalgae,8
2019,2,4,S1,ctb,68
2019,2,4,S1,coral,24
2019,2,4,S1,millepora,0
2019,2,4,S2,sand,0
2019,2,4,S2,coral,24
2019,2,4,S2,macroalgae,24
2019,2,4,S2,millepora,0
2019,2,4,S2,ctb,52
2019,2,4,S3,millepora,0
2019,2,4,S3,macroalgae,60
2019,2,4,S3,coral,0
2019,2,4,S3,ctb,0
2019,2,4,S3,sand,40
2019,2,4,S4,sand,72
2019,2,4,S4,millepora,0
2019,2,4,S4,ctb,4
2019,2,4,S4,coral,0
2019,2,4,S4,macroalgae,24
2019,2,4,S5,ctb,0
2019,2,4,S5,sand,88
2019,2,4,S5,millepora,0
2019,2,4,S5,macroalgae,12
2019,2,4,S5,coral,0
2019,2,4,W16,coral,28
2019,2,4,W16,sand,12
2019,2,4,W16,ctb,60
2019,2,4,W16,macroalgae,0
2019,2,4,W16,millepora,0
2019,2,4,W17,ctb,40
2019,2,4,W17,coral,0
