year,site,patch,quad,benthic_category,percent_cover
2005,1,3,NA9,macroalgae,0
2005,1,3,NA9,sand,88
2005,1,3,NA9,coral,0
2005,1,3,NA9,millepora,0
2005,1,3,NA9,ctb,12
2005,1,4,NA1,macroalgae,0
2005,1,4,NA1,ctb,4
2005,1,4,NA1,sand,96
2005,1,4,NA1,millepora,0
2005,1,4,NA1,coral,0
2005,1,4,NA10,millepora,0
2005,1,4,NA10,coral,32
2005,1,4,NA10,ctb,40
2005,1,4,NA10,macroalgae,0
2005,1,4,NA10,sand,28
2005,1,4,NA11,coral,4
2005,1,4,NA11,sand,8
2005,1,4,NA11,macroalgae,0
2005,1,4,NA11,millepora,0
2005,1,4,NA11,ctb,88
2005,1,4,NA12,millepora,0
2005,1,4,NA12,sand,0
2005,1,4,NA12,macroalgae,0
2005,1,4,NA12,ctb,20
2005,1,4,NA12,coral,80
2005,1,4,NA13,coral,52
2005,1,4,NA13,millepora,0
2005,1,4,NA13,ctb,36
2005,1,4,NA13,macroalgae,12
2005,1,4,NA13,sand,0
2005,1,4,NA14,sand,16
2005,1,4,NA14,ctb,56
2005,1,4,NA14,macroalgae,0
2005,1,4,NA14,coral,28
2005,1,4,NA14,millepora,0
2005,1,4,NA15,millepora,0
2005,1,4,NA15,coral,0
2005,1,4,NA15,macroalgae,0
2005,1,4,NA15,sand,84
2005,1,4,NA15,ctb,16
2005,1,4,NA16,sand,8
2005,1,4,NA16,coral,0
2005,1,4,NA16,millepora,0
2005,1,4,NA16,ctb,92
2005,1,4,NA16,macroalgae,0
2005,1,4,NA17,macroalgae,5
2005,1,4,NA17,coral,0
2005,1,4,NA17,sand,15
2005,1,4,NA17,millepora,0
2005,1,4,NA17,ctb,80
2005,1,4,NA18,millepora,0
2005,1,4,NA18,coral,4
2005,1,4,NA18,ctb,28
2005,1,4,NA18,macroalgae,0
2005,1,4,NA18,sand,68
2005,1,4,NA19,macroalgae,0
2005,1,4,NA19,millepora,0
2005,1,4,NA19,coral,28
2005,1,4,NA19,sand,32
2005,1,4,NA19,ctb,40
2005,1,4,NA2,ctb,0
2005,1,4,NA2,macroalgae,0
2005,1,4,NA2,millepora,0
2005,1,4,NA2,sand,100
2005,1,4,NA2,coral,0
2005,1,4,NA20,millepora,0
2005,1,4,NA20,ctb,28
2005,1,4,NA20,sand,24
2005,1,4,NA20,coral,32
2005,1,4,NA20,macroalgae,16
2005,1,4,NA3,millepora,0
2005,1,4,NA3,ctb,12
2005,1,4,NA3,sand,56
2005,1,4,NA3,coral,32
2005,1,4,NA3,macroalgae,0
2005,1,4,NA4,macroalgae,0
2005,1,4,NA4,millepora,0
2005,1,4,NA4,sand,52
2005,1,4,NA4,ctb,44
2005,1,4,NA4,coral,4
2005,1,4,NA5,ctb,24
2005,1,4,NA5,sand,76
2005,1,4,NA5,millepora,0
2005,1,4,NA5,macroalgae,0
2005,1,4,NA5,coral,0
2005,1,4,NA6,sand,12
2005,1,4,NA6,coral,0
2005,1,4,NA6,macroalgae,0
2005,1,4,NA6,ctb,88
2005,1,4,NA6,millepora,0
2005,1,4,NA7,sand,92
2005,1,4,NA7,millepora,0
2005,1,4,NA7,coral,8
2005,1,4,NA7,ctb,0
2005,1,4,NA7,macroalgae,0
2005,1,4,NA8,coral,76
2005,1,4,NA8,millepora,0
2005,1,4,NA8,ctb,24
2005,1,4,NA8,sand,0
2005,1,4,NA8,macroalgae,0
2005,1,4,NA9,millepora,0
2005,1,4,NA9,coral,64
2005,1,4,NA9,ctb,24
2005,1,4,NA9,sand,0
2005,1,4,NA9,macroalgae,12
2005,1,5,NA1,millepora,0
2005,1,5,NA1,macroalgae,0
2005,1,5,NA1,ctb,44
2005,1,5,NA1,coral,16
2005,1,5,NA1,sand,40
2005,1,5,NA10,macroalgae,0
2005,1,5,NA10,millepora,0
2005,1,5,NA10,coral,16
2005,1,5,NA10,ctb,12
2005,1,5,NA10,sand,72
2005,1,5,NA11,sand,16
2005,1,5,NA11,millepora,0
2005,1,5,NA11,coral,20
2005,1,5,NA11,ctb,64
2005,1,5,NA11,macroalgae,0
2005,1,5,NA12,millepora,0
2005,1,5,NA12,sand,16
2005,1,5,NA12,macroalgae,0
2005,1,5,NA12,coral,28
2005,1,5,NA12,ctb,56
2005,1,5,NA13,millepora,0
2005,1,5,NA13,macroalgae,12
2005,1,5,NA13,sand,40
2005,1,5,NA13,ctb,16
2005,1,5,NA13,coral,32
2005,1,5,NA14,coral,40
2005,1,5,NA14,ctb,32
2005,1,5,NA14,macroalgae,0
2005,1,5,NA14,millepora,0
2005,1,5,NA14,sand,28
2005,1,5,NA15,sand,0
2005,1,5,NA15,coral,100
2005,1,5,NA15,ctb,0
2005,1,5,NA15,macroalgae,0
2005,1,5,NA15,millepora,0
2005,1,5,NA16,macroalgae,4
2005,1,5,NA16,millepora,0
2005,1,5,NA16,ctb,16
2005,1,5,NA16,sand,0
2005,1,5,NA16,coral,80
2005,1,5,NA17,sand,64
2005,1,5,NA17,ctb,36
2005,1,5,NA17,millepora,0
2005,1,5,NA17,macroalgae,0
2005,1,5,NA17,coral,0
2005,1,5,NA18,millepora,0
2005,1,5,NA18,ctb,68
2005,1,5,NA18,coral,4
2005,1,5,NA18,sand,24
2005,1,5,NA18,macroalgae,4
2005,1,5,NA19,ctb,72
2005,1,5,NA19,sand,24
2005,1,5,NA19,millepora,0
2005,1,5,NA19,macroalgae,0
2005,1,5,NA19,coral,4
2005,1,5,NA2,coral,60
2005,1,5,NA2,millepora,0
2005,1,5,NA2,ctb,16
2005,1,5,NA2,macroalgae,20
2005,1,5,NA2,sand,4
2005,1,5,NA20,ctb,44
2005,1,5,NA20,sand,52
2005,1,5,NA20,millepora,0
2005,1,5,NA20,coral,4
2005,1,5,NA20,macroalgae,0
2005,1,5,NA3,millepora,0
2005,1,5,NA3,macroalgae,0
2005,1,5,NA3,ctb,48
2005,1,5,NA3,sand,0
2005,1,5,NA3,coral,52
2005,1,5,NA4,sand,0
2005,1,5,NA4,coral,100
2005,1,5,NA4,ctb,0
2005,1,5,NA4,macroalgae,0
2005,1,5,NA4,millepora,0
2005,1,5,NA5,sand,0
2005,1,5,NA5,macroalgae,4
2005,1,5,NA5,ctb,8
2005,1,5,NA5,coral,88
2005,1,5,NA5,millepora,0
2005,1,5,NA6,coral,12
2005,1,5,NA6,millepora,0
2005,1,5,NA6,sand,16
2005,1,5,NA6,ctb,72
2005,1,5,NA6,macroalgae,0
2005,1,5,NA7,sand,0
2005,1,5,NA7,macroalgae,4
2005,1,5,NA7,ctb,32
2005,1,5,NA7,coral,64
2005,1,5,NA7,millepora,0
2005,1,5,NA8,macroalgae,0
2005,1,5,NA8,coral,0
2005,1,5,NA8,sand,40
2005,1,5,NA8,millepora,0
2005,1,5,NA8,ctb,60
2005,1,5,NA9,millepora,0
2005,1,5,NA9,macroalgae,0
2005,1,5,NA9,sand,72
2005,1,5,NA9,coral,0
2005,1,5,NA9,ctb,28
2005,2,1,E1,millepora,0
2005,2,1,E1,sand,44
2005,2,1,E1,ctb,0
2005,2,1,E1,macroalgae,4
2005,2,1,E1,coral,48
2005,2,1,E2,macroalgae,4
2005,2,1,E2,sand,0
2005,2,1,E2,coral,16
2005,2,1,E2,millepora,0
2005,2,1,E2,ctb,0
2005,2,1,E3,sand,12
2005,2,1,E3,macroalgae,8
2005,2,1,E3,ctb,0
2005,2,1,E3,coral,76
2005,2,1,E3,millepora,0
2005,2,1,E4,coral,0
2005,2,1,E4,sand,12
2005,2,1,E4,ctb,0
2005,2,1,E4,macroalgae,0
2005,2,1,E4,millepora,0
2005,2,1,E5,coral,52
2005,2,1,E5,macroalgae,4
2005,2,1,E5,sand,44
2005,2,1,E5,ctb,0
2005,2,1,E5,millepora,0
2005,2,1,N1,coral,0
2005,2,1,N1,millepora,0
2005,2,1,N1,macroalgae,0
2005,2,1,N1,ctb,0
2005,2,1,N1,sand,88
2005,2,1,N2,coral,100
2005,2,1,N2,macroalgae,0
2005,2,1,N2,sand,0
2005,2,1,N2,millepora,0
2005,2,1,N2,ctb,0
2005,2,1,N3,sand,28
2005,2,1,N3,millepora,0
2005,2,1,N3,coral,40
2005,2,1,N3,ctb,0
2005,2,1,N3,macroalgae,12
2005,2,1,N4,macroalgae,0
2005,2,1,N4,millepora,0
2005,2,1,N4,coral,0
2005,2,1,N4,ctb,0
2005,2,1,N4,sand,100
2005,2,1,N5,ctb,0
2005,2,1,N5,sand,0
2005,2,1,N5,macroalgae,13
2005,2,1,N5,coral,0
2005,2,1,N5,millepora,0
2005,2,1,S1,ctb,0
2005,2,1,S1,sand,12
2005,2,1,S1,macroalgae,12
2005,2,1,S1,coral,0
2005,2,1,S1,millepora,0
2005,2,1,S2,sand,4
2005,2,1,S2,millepora,0
2005,2,1,S2,macroalgae,0
2005,2,1,S2,ctb,0
2005,2,1,S2,coral,4
2005,2,1,S3,macroalgae,0
2005,2,1,S3,ctb,0
2005,2,1,S3,sand,100
2005,2,1,S3,millepora,0
2005,2,1,S3,coral,0
2005,2,1,S4,sand,18
2005,2,1,S4,millepora,0
2005,2,1,S4,coral,59
2005,2,1,S4,ctb,0
2005,2,1,S4,macroalgae,6
2005,2,1,S5,macroalgae,36
2005,2,1,S5,coral,32
2005,2,1,S5,sand,12
2005,2,1,S5,ctb,0
2005,2,1,S5,millepora,0
2005,2,1,W1,millepora,0
2005,2,1,W1,coral,40
2005,2,1,W1,ctb,0
2005,2,1,W1,sand,0
2005,2,1,W1,macroalgae,44
2005,2,1,W2,sand,4
2005,2,1,W2,millepora,0
2005,2,1,W2,macroalgae,16
2005,2,1,W2,coral,12
2005,2,1,W2,ctb,0
2005,2,1,W3,coral,0
2005,2,1,W3,sand,72
2005,2,1,W3,macroalgae,0
2005,2,1,W3,millepora,0
2005,2,1,W3,ctb,0
2005,2,1,W4,coral,0
2005,2,1,W4,macroalgae,0
2005,2,1,W4,sand,52
2005,2,1,W4,millepora,0
2005,2,1,W4,ctb,0
2005,2,1,W5,macroalgae,0
2005,2,1,W5,millepora,0
2005,2,1,W5,coral,0
2005,2,1,W5,ctb,0
2005,2,1,W5,sand,28
2005,2,2,E1,macroalgae,84
2005,2,2,E1,ctb,0
2005,2,2,E1,sand,16
2005,2,2,E1,millepora,0
2005,2,2,E1,coral,0
2005,2,2,E2,millepora,0
2005,2,2,E2,macroalgae,80
2005,2,2,E2,coral,12
2005,2,2,E2,ctb,0
2005,2,2,E2,sand,8
2005,2,2,E3,millepora,0
2005,2,2,E3,macroalgae,64
2005,2,2,E3,sand,8
2005,2,2,E3,coral,20
2005,2,2,E3,ctb,0
2005,2,2,E4,ctb,0
2005,2,2,E4,sand,0
2005,2,2,E4,macroalgae,16
2005,2,2,E4,coral,64
2005,2,2,E4,millepora,0
2005,2,2,E5,sand,44
2005,2,2,E5,macroalgae,56
2005,2,2,E5,ctb,0
2005,2,2,E5,coral,0
2005,2,2,E5,millepora,0
2005,2,2,N1,sand,36
2005,2,2,N1,millepora,0
2005,2,2,N1,coral,0
2005,2,2,N1,ctb,0
2005,2,2,N1,macroalgae,64
2005,2,2,N2,coral,0
2005,2,2,N2,sand,16
2005,2,2,N2,millepora,0
2005,2,2,N2,ctb,0
2005,2,2,N2,macroalgae,84
2005,2,2,N3,macroalgae,52
2005,2,2,N3,ctb,0
2005,2,2,N3,coral,40
2005,2,2,N3,millepora,0
2005,2,2,N3,sand,8
2005,2,2,N4,macroalgae,52
2005,2,2,N4,coral,48
2005,2,2,N4,ctb,0
2005,2,2,N4,millepora,0
2005,2,2,N4,sand,0
2005,2,2,N5,sand,0
2005,2,2,N5,ctb,0
2005,2,2,N5,coral,84
2005,2,2,N5,millepora,0
2005,2,2,N5,macroalgae,16
2005,2,2,S1,sand,16
2005,2,2,S1,millepora,0
2005,2,2,S1,ctb,0
2005,2,2,S1,coral,16
2005,2,2,S1,macroalgae,64
2005,2,2,S2,macroalgae,76
2005,2,2,S2,coral,12
2005,2,2,S2,millepora,0
2005,2,2,S2,sand,12
2005,2,2,S2,ctb,0
2005,2,2,S3,millepora,0
2005,2,2,S3,ctb,0
2005,2,2,S3,coral,0
2005,2,2,S3,sand,100
2005,2,2,S3,macroalgae,0
2005,2,2,S4,sand,92
2005,2,2,S4,macroalgae,8
2005,2,2,S4,ctb,0
2005,2,2,S4,coral,0
2005,2,2,S4,millepora,0
2005,2,2,S5,millepora,0
2005,2,2,S5,coral,0
2005,2,2,S5,ctb,0
2005,2,2,S5,macroalgae,28
2005,2,2,S5,sand,72
2005,2,2,W1,sand,0
2005,2,2,W1,macroalgae,88
2005,2,2,W1,ctb,0
2005,2,2,W1,coral,8
2005,2,2,W1,millepora,0
2005,2,2,W2,coral,4
2005,2,2,W2,macroalgae,48
2005,2,2,W2,sand,0
2005,2,2,W2,ctb,0
2005,2,2,W2,millepora,0
2005,2,2,W3,sand,16
2005,2,2,W3,macroalgae,24
2005,2,2,W3,coral,56
2005,2,2,W3,ctb,0
2005,2,2,W3,millepora,0
2005,2,2,W4,macroalgae,80
2005,2,2,W4,millepora,0
2005,2,2,W4,coral,12
2005,2,2,W4,sand,8
2005,2,2,W4,ctb,0
2005,2,2,W5,macroalgae,56
2005,2,2,W5,sand,44
2005,2,2,W5,ctb,0
2005,2,2,W5,millepora,0
2005,2,2,W5,coral,0
2005,2,3,E1,coral,4
2005,2,3,E1,sand,4
2005,2,3,E1,ctb,0
2005,2,3,E1,macroalgae,16
2005,2,3,E1,millepora,0
2005,2,3,E2,macroalgae,4
2005,2,3,E2,sand,0
2005,2,3,E2,coral,72
2005,2,3,E2,ctb,0
2005,2,3,E2,millepora,0
2005,2,3,E3,macroalgae,0
2005,2,3,E3,millepora,0
2005,2,3,E3,sand,100
2005,2,3,E3,ctb,0
2005,2,3,E3,coral,0
2005,2,3,E4,ctb,0
2005,2,3,E4,sand,0
2005,2,3,E4,macroalgae,0
2005,2,3,E4,millepora,0
2005,2,3,E4,coral,0
2005,2,3,E5,macroalgae,0
2005,2,3,E5,millepora,0
2005,2,3,E5,ctb,0
2005,2,3,E5,sand,0
2005,2,3,E5,coral,0
2005,2,3,N1,macroalgae,28
2005,2,3,N1,millepora,0
2005,2,3,N1,sand,4
2005,2,3,N1,ctb,0
2005,2,3,N1,coral,36
2005,2,3,N2,coral,0
2005,2,3,N2,millepora,0
2005,2,3,N2,macroalgae,60
2005,2,3,N2,sand,0
2005,2,3,N2,ctb,0
2005,2,3,N3,coral,0
2005,2,3,N3,ctb,0
2005,2,3,N3,macroalgae,68
2005,2,3,N3,sand,0
2005,2,3,N3,millepora,0
2005,2,3,N4,macroalgae,4
2005,2,3,N4,sand,0
2005,2,3,N4,millepora,0
2005,2,3,N4,coral,16
2005,2,3,N4,ctb,0
2005,2,3,N5,ctb,0
2005,2,3,N5,coral,0
2005,2,3,N5,sand,32
2005,2,3,N5,macroalgae,0
2005,2,3,N5,millepora,0
2005,2,3,S1,ctb,0
2005,2,3,S1,sand,0
2005,2,3,S1,coral,24
2005,2,3,S1,macroalgae,28
2005,2,3,S1,millepora,0
2005,2,3,S2,macroalgae,36
2005,2,3,S2,coral,36
2005,2,3,S2,millepora,0
2005,2,3,S2,sand,4
2005,2,3,S2,ctb,0
2005,2,3,S3,sand,60
2005,2,3,S3,coral,0
2005,2,3,S3,macroalgae,0
2005,2,3,S3,ctb,0
2005,2,3,S3,millepora,0
2005,2,3,S4,macroalgae,5
2005,2,3,S4,sand,0
2005,2,3,S4,coral,0
2005,2,3,S4,ctb,0
2005,2,3,S4,millepora,0
2005,2,3,S5,macroalgae,8
2005,2,3,S5,coral,4
2005,2,3,S5,ctb,0
2005,2,3,S5,millepora,0
2005,2,3,S5,sand,0
2005,2,3,W1,millepora,0
2005,2,3,W1,macroalgae,0
2005,2,3,W1,sand,8
2005,2,3,W1,coral,12
2005,2,3,W1,ctb,0
2005,2,3,W2,millepora,0
2005,2,3,W2,coral,12
2005,2,3,W2,macroalgae,0
2005,2,3,W2,sand,0
2005,2,3,W2,ctb,0
2005,2,3,W3,ctb,0
2005,2,3,W3,millepora,0
2005,2,3,W3,macroalgae,8
2005,2,3,W3,sand,60
2005,2,3,W3,coral,8
2005,2,3,W4,sand,12
2005,2,3,W4,ctb,0
2005,2,3,W4,macroalgae,8
2005,2,3,W4,coral,36
2005,2,3,W4,millepora,0
2005,2,3,W5,macroalgae,0
2005,2,3,W5,sand,4
2005,2,3,W5,coral,64
2005,2,3,W5,millepora,0
2005,2,3,W5,ctb,0
2005,2,4,NA1,sand,4
2005,2,4,NA1,millepora,0
2005,2,4,NA1,macroalgae,0
2005,2,4,NA1,ctb,88
2005,2,4,NA1,coral,8
2005,2,4,NA10,macroalgae,0
2005,2,4,NA10,ctb,0
2005,2,4,NA10,sand,100
2005,2,4,NA10,millepora,0
2005,2,4,NA10,coral,0
2005,2,4,NA11,sand,0
2005,2,4,NA11,millepora,0
2005,2,4,NA11,macroalgae,0
2005,2,4,NA11,coral,8
2005,2,4,NA11,ctb,92
2005,2,4,NA12,sand,0
2005,2,4,NA12,coral,44
2005,2,4,NA12,ctb,56
2005,2,4,NA12,macroalgae,0
2005,2,4,NA12,millepora,0
2005,2,4,NA13,millepora,0
2005,2,4,NA13,ctb,4
2005,2,4,NA13,macroalgae,0
2005,2,4,NA13,sand,56
2005,2,4,NA13,coral,40
2005,2,4,NA14,coral,96
2005,2,4,NA14,macroalgae,4
2005,2,4,NA14,ctb,0
2005,2,4,NA14,sand,0
2005,2,4,NA14,millepora,0
2005,2,4,NA15,ctb,76
2005,2,4,NA15,sand,0
2005,2,4,NA15,millepora,0
2005,2,4,NA15,macroalgae,0
2005,2,4,NA15,coral,24
2005,2,4,NA16,sand,48
2005,2,4,NA16,coral,48
2005,2,4,NA16,macroalgae,0
